"id","鄉鎮市區","交易標的","土地區段位置建物區段門牌","土地移轉總面積平方公尺","都市土地使用分區","非都市土地使用分區","非都市土地使用編定","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","主要建材","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價元平方公尺","車位類別","車位移轉總面積.平方公尺.","車位總價元","備註","編號","主建物面積","附屬建物面積","陽台面積","電梯","移轉編號","X","X.1","X.2","X.3","X.4","Response_X","Response_Y","Count"
3095,"北區","房地(土地+建物)+車位","五權路151~180號",12.07,"都市：其他:第一種商業區","","",1091021,"土地1建物1車位1","八層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",990908,118.13,2,2,1,"有","有",8700000,73648,"坡道平面",24.54,0,"","RPTQMLSKJIPFFBB78DA","54.77","7.9","0","有","","","","","","",218013.747,2672128.475,6
3096,"北區","房地(土地+建物)","德化街1~30號",14.94,"都市：其他:第二種住宅區","","",1091013,"土地1建物1車位0","一層，騎樓","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",680109,73.15,0,0,0,"無","有",8200000,112098,"",0,0,"夾層","","RPUPMLKLJIPFFBB08DA","73.15","0","0","有","2937","","","","",218248.894,2672958.449,5
3097,"北屯區","房地(土地+建物)","文心路四段271~300號",5.84,"都市：其他:第三種住宅區。","","",1091017,"土地1建物1車位0","七層","二十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1020725,63.43,1,1,1,"有","有",5600000,88286,"",0,0,"陽台外推","","RPUPMLTKJIPFFBB88DA","34.99","7.78","0","有","","","","","",219261.56,2674001.986,5
3098,"北區","房地(土地+建物)+車位","太原一街1~30號",27.69,"都市：其他:第二種住宅區","","",1091020,"土地1建物1車位1","四層","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",801130,170.4,3,2,2,"有","無",8150000,47829,"升降平面",8.57,0,"陽台外推","","RPOQMLTKJIPFFBB38DA","102.88","16.42","0","有","2938","","","","",216126.13,2673368.117,6
3099,"北區","房地(土地+建物)","文昌東一街31~60號",16.74,"都市：其他:第二種住宅區","","",1091018,"土地1建物1車位0","六層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",810122,102.83,3,2,2,"有","有",6500000,63211,"",0,0,"","RPSPMLOLJIPFFBB28DA","77.2","9.51","0","有","2941","","","","","",217132.708,2673591.316,7
3100,"北區","房地(土地+建物)+車位","五權路151~180號",12.07,"都市：其他:第一種商業區","","",1091018,"土地1建物1車位1","六層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",990908,112.29,2,2,1,"有","有",8500000,75697,"坡道機械",18.69,0,"","RPVPMLOLJIPFFBB58DA","54.77","7.9","0","有","","","","","","",218013.747,2672128.475,6
3101,"北屯區","房地(土地+建物)","東山路一段31~60號",20.67,"都市：其他:第三種住宅區。","","",1091023,"土地1建物1車位0","六層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",840525,97.23,3,2,1,"有","有",4000000,41140,"",0,0,"","RPOTMLNLJIPFFBB18DA","66.11","2","0","有","","","","","","",223308.492,2674852.452,0
3102,"北屯區","房地(土地+建物)","青島路四段241~270號",15.7,"都市：其他:第二種住宅區","","",1091024,"土地1建物1車位0","四層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",830430,75.37,2,1,1,"有","有",4690000,62226,"",0,0,"陽台外推","","RPQTMLNLJIPFFBB38DA","50.73","3.92","0","有","","","","","",218738.173,2673357.396,6
3103,"北屯區","房地(土地+建物)","安順東二街1~30號",22.6,"都市：其他:第二種住宅區","","",1091028,"土地2建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",720719,84.59,3,2,1,"有","無",3480000,41140,"",0,0,"含土地增值稅或其他稅費","含仲介費","","RPSTMLNLJIPFFBB58DA","76.02","4.66","0","無","","","","",217356.07,2674663.007,6
3104,"北屯區","房地(土地+建物)","大連路一段41巷1~30號",44,"都市：其他:第三之二種住宅區","","",1091026,"土地1建物1車位0","全","二層","透天厝","住家用","鋼筋混凝土加強磚造",600710,72.4,4,2,3,"有","無",7000000,96685,"",0,0,"","RPSNMLOLJIPFFBB08DA","72.4","0","0","無","","","","","","",216662.269,2674557.782,8
3105,"北屯區","房地(土地+建物)+車位","崇德路二段271~300號",17.77,"都市：其他:第三種住宅區。","","",1091011,"土地1建物1車位1","五層，六層","二十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",870417,225.25,4,2,3,"有","有",12300000,54606,"坡道平面",0,0,"","RPUPMLNLJIPFFBB38DA","135.06","11.72","0","有","","","","","","",218129.673,2675146.194,4
3106,"北屯區","房地(土地+建物)","中清路二段399巷1~30號",22.29,"都市：其他:第三之二種住宅區","","",1090925,"土地4建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",701231,83.45,3,2,2,"有","無",5300000,63511,"",0,0,"","RPVNMLMLJIPFFBB18DA","71.25","12.2","0","無","2943","","","","","",216115.301,2674918.384,6
3107,"北區","房地(土地+建物)","自強街41巷1~30號",34.75,"都市：其他:第二種住宅區","","",1091029,"土地2建物1車位0","三層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",680806,76.88,3,2,1,"有","無",3000000,39022,"",0,0,"","RPQNMLNLJIPFFBB77DA","76.88","0","0","無","","","","","","",219089.231,2672066.171,4
3108,"北區","房地(土地+建物)","三民路三段315巷1~30號",24.63,"都市：其他:第一種商業區","","",1091022,"土地5建物1車位0","三層","五層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",680414,78.84,3,1,1,"有","無",4150000,52638,"",0,0,"陽台外推","","RPPSMLOJJIPFFBB08DA","78.84","0","0","有","","","","","",218302.454,2672481.83,5
3109,"北屯區","房地(土地+建物)","瀋陽路三段241~270號",30.54,"都市：其他:第二種住宅區","","",1091029,"土地1建物1車位0","三層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",781021,170.47,4,2,2,"有","有",8000000,46929,"",0,0,"","RPPOMLTLIIPFFBB28DA","121.39","7.68","0","有","","","","","","",219182.826,2674107.845,6
3110,"北屯區","房地(土地+建物)+車位","松義街181~210號",40.63,"都市：其他:第二種住宅區","","",1091028,"土地1建物2車位1","六層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",820212,237.87,4,2,3,"有","有",10950000,46034,"坡道機械",0,0,"主建物二戶為打通戶","RPWPMLTLIIPFFBB09DA","181.86","16.26","0","有","","","","","","",219380.951,2675878.493,3
3111,"西區","房地(土地+建物)+車位","英才路470巷1~30號",24.36,"都市：其他:第二種住宅區","","",1091018,"土地1建物1車位1","三層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",880730,178.32,3,2,2,"有","有",15880000,94190,"坡道平面",25.65,1500000,"其他增建","","RPPNMLSKIIPFFAB87DA","97.36","14.26","0","有","","","","","",215977.5,2671939.816,4
3112,"西區","房地(土地+建物)","三民路一段50巷1~30號",2.29,"都市：其他:第一種商業區","","",1091114,"土地2建物1車位0","三層","十九層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840113,29.74,1,1,1,"有","有",1750000,58843,"",0,0,"","RPTRMLQKJIPFFAB58DA","14.19","5.07","0","有","2947","","","","","",216250.831,2669451.77,4
3113,"南區","房地(土地+建物)+車位","興大路31~60號",13.42,"都市：其他:第三種住宅區。","","",1091025,"土地1建物1車位1","十二層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",830707,132.21,3,2,2,"有","有",7200000,54459,"坡道平面",0,1200000,"陽台外推","","RPVNMLPLIIPFFAB28DA","79.97","11.96","0","有","","","","","",216617.882,2667905.933,2
3114,"南區","房地(土地+建物)+車位","福田二街61~90號",19.38,"都市：其他:第二種住宅區","","",1091026,"土地1建物1車位1","四層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820311,127.24,2,2,2,"有","有",6500000,51085,"坡道平面",0,1200000,"其他增建","","RPTRMLQLIIPFFAB58DA","76.4","11.46","0","有","","","","","",214488.132,2667107.08,2
3115,"中區","房地(土地+建物)","民族路152之1~30號",10.69,"都市：其他:第一種商業區","","",1091103,"土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","見其他登記事項",621201,49.97,2,1,1,"有","無",2300000,46028,"",0,0,"增建或占用範圍:玄關 廚房 主臥陽台","RPWOMLOLJIPFFAB48DA","49.97","0","0","無","1596","","","","","",217273.458,2670727.455,6
3116,"南區","房地(土地+建物)+車位","工學一街167巷1~30號",32.28,"都市：其他:第三種住宅區。","","",1091030,"土地1建物1車位1","二層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",870930,95.63,2,2,1,"有","有",5000000,52285,"坡道平面",29.69,0,"","RPPPMLOLJIPFFAB87DA","47.23","4.62","0","有","","","","","","",215936.562,2667955.953,3
3117,"北屯區","房地(土地+建物)","柳陽東街91~120號",19.02,"都市：其他:第二種住宅區","","",1090824,"土地1建物1車位0","七層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",801018,103.69,3,2,2,"有","有",4800000,46292,"",0,0,"","RPQPMLOKIIPFFBB87DA","87.25","8.56","0","有","","","","","","",219211.223,2674973.378,4
3118,"北屯區","房地(土地+建物)","東光路871~900號",10.19,"都市：其他:第三種住宅區。","","",1091020,"土地1建物1車位0","八層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",810401,112.75,3,2,2,"有","有",6600000,58537,"",0,0,"","RPWNNLKLIIPFFBB08DA","85.41","8.45","0","有","2954","","","","","",219693.747,2674082.308,4
3119,"北屯區","房地(土地+建物)","瀋陽路二段151~180號",8.78,"都市：其他:第二種住宅區","","",1091020,"土地1建物1車位0","六層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",961231,72.08,2,0,2,"有","有",5680000,78801,"",0,0,"陽台外推","含租約","","RPXNNLKLIIPFFBB18DA","44.67","4.32","0","有","","","","",218014.111,2674248.018,7
3120,"北屯區","房地(土地+建物)+車位","天津路四段181~210號",27.11,"都市：其他:第二種住宅區","","",1091016,"土地1建物1車位2","一層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",790601,142.75,3,2,2,"有","有",9500000,66550,"坡道機械",0,0,"其他增建","","RPPWMLKLIIPFFBB18DA","101.4","10.31","0","有","","","","","",218803.418,2673991.74,8
3121,"南區","房地(土地+建物)+車位","工學一街151~180號",13.56,"都市：其他:第三種住宅區。","","",1091022,"土地1建物1車位1","四層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",870930,92.56,2,2,1,"有","有",4280000,46240,"坡道機械",12.52,0,"","RPRPMLTKJIPFFAB48DA","58.33","0","4.48","有","","","","","","",216030.062,2667712.225,3
3122,"西區","房地(土地+建物)+車位","精誠路304巷1~30號",19.03,"都市：其他:第二種住宅區","","",1090925,"土地1建物1車位1","四層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",800114,119.82,3,2,2,"有","有",7500000,62594,"升降機械",0,0,"陽台外推","","RPVNMLMLIIPFFAB97DA","60.67","1.63","9.03","有","","","","","",214853.806,2671479.473,3
3123,"北區","房地(土地+建物)","文昌東二街121~150號",11.78,"都市：其他:第二種住宅區","","",1091018,"土地1建物1車位0","四層","七層","華廈(10層含以下有電梯)","住家用","鋼骨混凝土造",840214,65.68,2,1,1,"有","有",3080000,46894,"",0,0,"陽台外推","","RPQOMLPLJIPFFBB08DA","45.82","7.22","0","有","","","","","",217275.178,2673648.376,8
3124,"北區","房地(土地+建物)","進化北路336巷1~30號",16.66,"都市：其他:第一種商業區","","",1091031,"土地1建物1車位0","七層","二十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",850828,140.56,3,2,2,"有","有",8400000,59761,"",0,0,"","RPPPMLPLJIPFFBB08DA","89.05","15.74","0","有","2962","","","","","",217665.586,2673179.987,7
3125,"北屯區","房地(土地+建物)","天祥街91~120號",20,"都市：其他:第二種住宅區","","",1091108,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",680316,66.6,3,2,1,"有","無",4000000,60060,"",0,0,"","RPUUMLPLJIPFFBB09DA","66.6","0","0","無","2963","","","","","",219801.359,2672759.478,1
3126,"北屯區","房地(土地+建物)","國校巷1~30號",16.4,"都市：其他:第二種住宅區","","",1091010,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",841118,61.84,3,1,1,"有","無",3730000,60317,"",0,0,"","RPXUMLOLJIPFFBB66DA","39.31","15.43","0","無","","","","","","",218566.374,2673401.947,6
3127,"北屯區","房地(土地+建物)+車位","文心路四段511~540號",16.59,"都市：其他:第三種商業區","","",1091016,"土地1建物1車位1","六層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1021028,172.85,3,2,2,"有","有",13500000,78102,"坡道機械",24.1,0,"","RPTWNLOLJIPFFBB56DA","88.09","13.86","0","有","","","","","","",219261.56,2674001.986,5
3128,"北屯區","房地(土地+建物)","中清路二段742巷2弄1~30號",75,"都市：其他:第五種住宅區","","",1091011,"土地2建物1車位0","全","二層","透天厝","住家用","加強磚造",690621,79.32,4,2,3,"有","無",13000000,163893,"",0,0,"頂樓加蓋","其他增建","","RPPVMLNJJIPFFBB28DA","79.32","0","0","無","2967","","","",215956.261,2675560.453,4
3129,"北屯區","房地(土地+建物)+車位","松義街181~210號",18.65,"都市：其他:第二種住宅區","","",1091101,"土地1建物1車位1","六層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",820212,113.36,3,2,2,"有","有",6770000,59721,"坡道機械",0,0,"","RPXNMLMJJIPFFBB18DA","88.42","8.93","0","有","2968","","","","","",219380.951,2675878.493,3
3130,"北屯區","房地(土地+建物)+車位","景和街391~420號",8.46,"都市：其他:第三種住宅區。","","",1091009,"土地1建物1車位1","十一層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",800327,104.43,2,2,1,"有","有",4450000,42612,"坡道機械",0,0,"土地款:238萬 建物款:207萬  ；公契與私契權利人不一","RPUNMLLLJIPFFBB97DA","78.13","7.77","0","有","","","","","","",220332.238,2673852.006,3
3131,"北屯區","房地(土地+建物)","天津路三段31~60號",7.71,"都市：其他:第一種商業區","","",1091104,"土地1建物1車位0","九層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",821214,89.02,2,2,1,"有","有",4200000,47180,"",0,0,"","RPTOMLNLJIPFFBB18DA","62.27","3.52","0","有","","","","","","",217971.265,2673846.946,8
3132,"北屯區","房地(土地+建物)+車位","昌平路一段151~180號",11.29,"都市：其他:第二種住宅區","","",1091024,"土地1建物2車位1","三層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",830419,125.9,1,1,1,"有","有",3400000,27006,"坡道機械",0,0,"","RPPQMLNLJIPFFBB97DA","84.76","17.96","0","有","","","","","","",218558.673,2674633.262,6
3133,"北屯區","房地(土地+建物)","松安街181~210號",89,"都市：其他:第二種住宅區","","",1091029,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",730607,135.11,3,2,2,"有","無",15350000,113611,"",0,0,"露台增建頂樓加蓋","其他增建","","RPXRMLNLJIPFFBB88DA","114.7","20.41","0","無","","","","",218641.212,2675196.154,3
3134,"北屯區","房地(土地+建物)","南京東路三段121~150號",14.37,"都市：其他:第二種住宅區","","",1091016,"土地1建物1車位0","三層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",820916,122.16,3,2,2,"有","有",6500000,53209,"",0,0,"","RPTOMLOLJIPFFBB28DA","85.7","13.76","0","有","2970","","","","","",219521.399,2673817.814,5
3135,"北區","房地(土地+建物)","博館東街9巷1~30號",26.87,"都市：其他:第二種住宅區","","",1091028,"土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",701030,94.69,3,2,2,"有","無",5580000,58929,"",0,0,"","RPTTMLNLJIPFFBB68DA","84.24","10.45","0","無","","","","","","",216045.312,2672186.069,4
3136,"北屯區","房地(土地+建物)+車位","松竹路二段346巷1~30號",18.3,"都市：其他:第二種住宅區","","",1091025,"土地1建物1車位1","十二層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1031022,121.37,2,2,1,"有","有",8200000,67562,"坡道平面",0,0,"","RPPTMLNLJIPFFBB28DA","55.63","10.96","0","有","","","","","","",218601.394,2675384.648,4
3137,"北區","房地(土地+建物)","英士路106巷1~30號",58.64,"都市：其他:第二種商業區","","",1091024,"土地2建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",680221,83.91,3,1,1,"有","無",3800000,45287,"",0,0,"","RPTSMLOLJIPFFBB68DA","83.91","0","0","無","","","","","","",217113.777,2672204.45,5
3138,"北屯區","房地(土地+建物)","國強街181巷1~30號",25.6,"都市：其他:第二種住宅區","","",1091101,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",780124,87.61,5,2,2,"有","無",2850000,32531,"",0,0,"其他增建","","RPUSMLOLJIPFFBB78DA","66.17","7.82","0","無","","","","","",219161.261,2673066.429,6
3139,"北屯區","房地(土地+建物)","東山路一段192巷57弄1~30號",110,"都市：其他:第一種住宅區","","",1091029,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",721209,143.31,3,2,2,"有","無",11960000,83455,"",0,0,"頂樓加蓋","其他增建","","RPXSMLSKJIPFFBB76DA","140.78","2.53","0","無","2971","","","",220577.037,2673769.586,5
3140,"北屯區","房地(土地+建物)+車位","東光路724巷1~30號",14.46,"都市：其他:第三種住宅區。","","",1091025,"土地2建物1車位1","十一層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",830512,138.51,3,2,2,"有","有",7250000,52343,"坡道平面",0,0,"","RPPTOLQKJIPFFBB68DA","85.35","11.06","0","有","","","","","","",219847.437,2673380.953,3
3141,"北屯區","房地(土地+建物)+車位","北屯路391~420號",18.04,"都市：其他:第三種住宅區。","","",1091031,"土地2建物1車位1","十四層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",890218,171.69,3,2,2,"有","有",9880000,57546,"坡道平面",18.4,0,"","RPSRMLTJJIPFFBB78DA","97.47","15.5","0","有","","","","","","",219838.595,2675740.423,1
3142,"北屯區","房地(土地+建物)+車位","崇德七路91~120號",11.13,"都市：其他:第二種住宅區","","",1091105,"土地1建物1車位1","六層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",811023,131.55,3,2,2,"有","有",6720000,51083,"升降平面",0,0,"","RPQUOLPJJIPFFBB68DA","86.11","10","0","有","","","","","","",218138.568,2675131.365,4
3143,"潭子區","房地(土地+建物)+車位","勝利二街91~120號",19.77,"都市：其他:住宅區","","",1091101,"土地1建物1車位1","五層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",860811,111.45,3,2,2,"有","有",6180000,55451,"坡道機械",0,0,"","RPWNMLNLJIPFFHB98DA","68.36","4.25","8.11","有","","","","","","",219566.746,2678110.964,2
3144,"大里區","房地(土地+建物)","長春路128巷1~30號",78.91,"都市：其他:住宅區","","",1091025,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",641020,86.73,5,3,3,"有","無",6460000,74484,"",0,0,"其他增建","","RPTRMLOLJIPFFIB66DA","86.73","0","0","無","559","","","","",218534.989,2664886.21,2
3145,"大里區","房地(土地+建物)","仁化路823巷31~60號",74.19,"都市：其他:住宅區","","",1091008,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",660630,94.36,4,3,2,"有","無",5390000,57122,"",0,0,"其他增建","","RPXOMLOLJIPFFIB76DA","94.36","0","0","無","366","","","","",218752.39,2665320.81,2
3146,"烏日區","房地(土地+建物)","太明路331~360號",117.17,"","鄉村區","乙種建築用地",1091024,"土地2建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",1090310,188.94,4,3,3,"有","無",14380000,76109,"",0,0,"","RPRQNLPLJIPFFIB56DA","167.6","21.34","0","無","","","","","","",214109.149,2661196.321,1
3147,"潭子區","房地(土地+建物)","龍興三莊91~120號",138,"","鄉村區","乙種建築用地",1091017,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",700120,92.22,4,2,2,"有","無",6650000,72110,"",0,0,"含土地增值稅或其他稅費","含仲介費","含地政士服務費","頂樓加蓋","其他增建","","RPPNMLRJJIPFFHB48DA","92.22","0","0","無","2987",222583.63,2679016.578,0
3148,"清水區","房地(土地+建物)+車位","建國路91~120號",50.5,"都市：其他:第四種住宅區","","",1091116,"土地1建物1車位1","四層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",940927,178.39,3,2,2,"有","有",5700000,31952,"坡道平面",0,0,"","RPXNMLRKJIPFFFB56DA","99.38","12.88","0","有","","","","","","",205357.124,2685184.694,2
3149,"外埔區","房地(土地+建物)","水美路116巷1~30號",111.19,"","鄉村區","乙種建築用地",1091015,"土地2建物1車位0","全","一層","透天厝","住家用","鋼筋混凝土加強磚造",670204,45.36,3,1,2,"有","無",4425000,97553,"",0,0,"頂樓加蓋","未登記建物","","RPXNMLQLJIPFFEB09DA","45.36","0","0","無","","","","",212133.147,2692277.759,1
3150,"豐原區","房地(土地+建物)","長壽路北一巷1~30號",299.72,"","鄉村區","乙種建築用地",1091107,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",1010829,253.57,4,3,3,"有","無",22580000,89048,"",0,0,"其他增建","","RPRNMLTJJIPFFDB48DA","243.49","10.08","0","無","","","","","",224323.19,2683122.629,1
3151,"南屯區","房地(土地+建物)+車位","文心南二路481~510號",34.01,"都市：其他:第二種住宅區","","",1091013,"土地1建物1車位2","十二層","十八層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",991115,277.68,4,2,2,"有","有",23800000,95906,"坡道平面",60.8,3e+06,"","RPVRMLNKIIPFFCB58DA","129.29","16.79","0","有","","","","","","",213476.239,2670167.936,3
3152,"南屯區","房地(土地+建物)+車位","東興西街1~30號",6.93,"都市：其他:第二種住宅區","","",1091026,"土地1建物1車位1","四層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",801206,60.95,1,0,1,"有","有",3050000,50041,"坡道平面",0,0,"","RPQRMLOJJIPFFCB18DA","40.46","3.78","0","有","","","","","","",214658.715,2670387.024,3
3153,"南屯區","房地(土地+建物)+車位","文心路一段1~30號",22.76,"都市：其他:第四種商業區","","",1091104,"土地1建物1車位2","二十一層","二十七層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1030626,293.44,3,2,3,"有","有",26000000,95969,"坡道平面",53.78,3e+06,"其他增建","","RPRPMLOJJIPFFCB08DA","145.81","19.92","0","有","","","","","",214123.394,2670636.387,4
3154,"西屯區","房地(土地+建物)+車位","青海路二段331~360號",17.32,"都市：其他:第三之二種住宅區","","",1091031,"土地1建物1車位2","七層","十四層","住宅大樓(11層含以上有電梯)","住家用","見其他登記事項",940126,199.49,4,2,2,"有","有",14500000,72685,"坡道平面",0,3e+06,"陽台外推","","RPXNMLLMIIPFFCB38DA","94.58","13.14","0","有","","","","","",212905.799,2674609.569,2
3155,"西屯區","房地(土地+建物)","天保街150巷31~60號",91,"都市：其他:第三種住宅區。","","",1091024,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",800514,190.14,5,2,3,"有","無",16000000,84149,"",0,0,"","RPRRMLTLIIPFFCB88DA","179.43","10.71","0","無","","","","","","",210838.108,2674451.213,1
3156,"南屯區","房地(土地+建物)","黎明路二段61~90號",8.09,"都市：其他:第二種住宅區","","",1091110,"土地1建物1車位0","九層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",941018,73.86,2,1,1,"有","有",7300000,98836,"",0,0,"陽台外推","","RPWQMLNKJIPFFCB68DA","41.97","12.86","0","有","","","","","",212861.882,2672732.018,2
3157,"西屯區","房地(土地+建物)","漢成街1~30號",21.72,"都市：其他:第二種住宅區","","",1091013,"土地1建物1車位0","一層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",730914,83.52,3,2,2,"有","無",5050000,60465,"",0,0,"其他增建","","RPWOMLLKJIPFFCB28DA","67.45","7.1","0","無","","","","","",215981.076,2673753.841,5
3158,"西屯區","房地(土地+建物)","福科路340巷1~30號",11.43,"都市：其他:第三之一種住宅區","","",1091030,"土地1建物1車位0","十二層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",830826,99.52,3,2,2,"有","有",6450000,64811,"",0,0,"","RPTRMLKLJIPFFCB28DA","78.94","4.23","0","有","","","","","","",211626.144,2675523.853,1
3159,"西屯區","房地(土地+建物)","櫻城三街1~30號",3.11,"都市：其他:第二種住宅區","","",1091028,"土地3建物1車位0","八層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",840426,20.91,1,0,1,"有","有",1490000,71258,"",0,0,"含土地增值稅或其他稅費","含仲介費","","RPOSMLNLJIPFFCB18DA","10.96","2.21","0","有","","","","",214409.761,2673916.711,6
3160,"南屯區","房地(土地+建物)+車位","義芳街1~30號",22.47,"都市：其他:第三之二種住宅區","","",1091025,"土地1建物1車位2","七層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1030520,190.27,3,2,2,"有","有",12250000,64382,"坡道平面",58.93,0,"","RPOTMLTKJIPFFCB78DA","77.59","11.33","0","有","","","","","","",210417.459,2670494.024,1
3161,"西屯區","房地(土地+建物)+車位","櫻城六街1~30號",20.3,"都市：其他:第二種住宅區","","",1091027,"土地1建物1車位1","三層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",800209,130.4,3,2,2,"有","有",8000000,61354,"坡道機械",0,0,"","RPSNMLSKJIPFFCB48DA","101.26","17.49","0","有","2998","","","","","",214517.476,2674131.884,6
3162,"西屯區","房地(土地+建物)","西安街76巷12弄1~30號",144,"都市：其他:第二種住宅區","","",1090913,"土地2建物1車位0","全","二層","透天厝","住家用","加強磚造",700508,91.66,4,2,2,"有","無",13000000,141828,"",0,0,"","RPUPMLPLJIPFFCB68DA","91.66","0","0","無","","","","","","",213609.948,2675075.375,3
3163,"西屯區","房地(土地+建物)+車位","弘孝路151~180號",9.04,"都市：其他:第三種商業區","","",1091029,"土地2建物1車位1","六層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",990201,101.55,2,2,1,"有","有",8650000,85180,"坡道機械",14.6,0,"","RPSQMLPLJIPFFCB58DA","54.97","2.74","0","有","","","","","","",214590.298,2674337.484,5
3164,"西屯區","房地(土地+建物)+車位","市政路91~120號",18.74,"都市：其他:第四之一種商業區","","",1091031,"土地1建物1車位1","十四層","十九層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",970926,208.59,3,2,2,"有","有",20500000,98279,"坡道平面",20.27,0,"","RPTQMLPLJIPFFCB68DA","111.6","14.88","0","有","","","","","","",212427.458,2673130.896,1
3165,"南屯區","房地(土地+建物)+車位","保安三街91~120號",12.57,"都市：其他:第二種住宅區","","",1091023,"土地1建物1車位1","四層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840401,144.48,3,2,2,"有","有",6200000,42913,"坡道平面",0,0,"","RPXRMLPLJIPFFCB56DA","87.84","10.76","0","有","","","","","","",210696.918,2671578.691,1
