"id","鄉鎮市區","交易標的","土地區段位置建物區段門牌","土地移轉總面積平方公尺","都市土地使用分區","非都市土地使用分區","非都市土地使用編定","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","主要建材","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價元平方公尺","車位類別","車位移轉總面積.平方公尺.","車位總價元","備註","編號","主建物面積","附屬建物面積","陽台面積","電梯","移轉編號","X","X.1","X.2","X.3","X.4","Response_X","Response_Y","Count"
73,"北區","房地(土地+建物)","東光東街61~90號",3.68,"都市：其他:第二種住宅區","","",1090903,"土地1建物1車位0","五層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",831214,29.74,1,1,1,"有","有",1200000,40350,"",0,0,"","RPPPMLKKRHPFFBB28EA","20.93","0","0","有","","","","","","",219414.801,2672097.711,4
74,"北屯區","房地(土地+建物)+車位","大連路三段21巷31~60號",20.2,"都市：其他:第二種住宅區","","",1090822,"土地1建物1車位1","七層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",811023,119.98,3,2,2,"有","有",6000000,50008,"升降機械",0,5e+05,"陽台外推","","RPVQMLKKRHPFFBB98EA","69.64","13.55","0","有","","","","","",218618.353,2674558.404,7
75,"北區","房地(土地+建物)","華美街二段61~90號",8.11,"都市：其他:第三種住宅區。","","",1090702,"土地1建物1車位0","五層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",780613,42.08,1,0,1,"有","有",1780000,42300,"",0,0,"","RPTRMLKKRHPFFBB88EA","27.66","4.96","0","有","","","","","","",216586.409,2674246.186,8
76,"南區","房地(土地+建物)+車位","文心南路901巷31~60號",16.78,"都市：其他:第三種住宅區。","","",1090821,"土地2建物1車位1","十層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",880515,150.69,4,2,2,"有","有",7230000,47979,"坡道平面",13.98,0,"","RPROMLTJRHPFFAB09EA","85.27","17.01","0","有","","","","","","",215381.312,2667162.867,1
77,"東區","房地(土地+建物)","大智路181~210號",11.4,"都市：其他:第一種商業區","","",1090721,"土地3建物1車位0","七層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",770105,69.35,2,2,1,"有","無",3770000,54362,"",0,0,"含傢俱設備費","陽台外推","","RPXOMLKKRHPFFAB88EA","49.97","2.54","0","有","","","","",218535.206,2668909.245,3
78,"大肚區","房地(土地+建物)","王福街389巷1~30號",101,"都市：其他:農業區","","",1090720,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",821005,187.06,5,2,3,"有","無",8000000,42767,"",0,0,"未登記建物","","RPQNMLRJRHPFFKB96DA","174.21","12.85","0","無","","","","","",206703.182,2668728.105,1
79,"龍井區","房地(土地+建物)+車位","遠東街81巷1~30號",28.67,"都市：其他:住","","",1090815,"土地1建物1車位1","七層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",810815,172.85,3,2,2,"有","有",8100000,46861,"坡道平面",0,0,"","RPTNMLSJRHPFFKB37DA","139.84","14.95","0","有","","","","","","",208643.829,2676133.33,1
80,"太平區","房地(土地+建物)","中山路一段245巷1~30號",5.44,"","鄉村區","乙種建築用地",1090901,"土地2建物2車位0","七層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",880909,42.05,2,0,2,"有","有",1720000,40904,"",0,0,"陽台外推","","RPUNMLKKRHPFFJB66DA","22.18","4.48","0","有","53","","","","",222837.44,2670942.1,2
81,"太平區","房地(土地+建物)","中山路一段245巷1~30號",2.67,"","鄉村區","乙種建築用地",1090825,"土地2建物1車位0","十層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",880909,21.03,1,0,1,"有","有",930000,44223,"",0,0,"陽台外推","","RPTOMLSLQHPFFJB47DA","11.09","2.24","0","有","","","","","",222837.44,2670942.1,2
82,"太平區","房地(土地+建物)","太平十六街19巷1~30號",112,"都市：其他:第一種住宅區","","",1090727,"土地1建物1車位0","全","一層","透天厝","住家用","加強磚造",621210,57.05,4,2,1,"有","無",5900000,103418,"",0,0,"其他增建","","RPQOMLTLPHPFFJB17DA","57.05","0","0","無","55","","","","",221487.549,2668616.149,2
83,"大里區","房地(土地+建物)","塗城路451巷1~30號",187.1,"","鄉村區","乙種建築用地",1090806,"土地1建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",860705,378.23,8,3,4,"有","無",20000000,52878,"",0,0,"","RPOPMLTJRHPFFIB96DA","344.69","33.54","0","無","","","","","","",220194.25,2664565.779,3
84,"大里區","房地(土地+建物)","新生路125巷1~30號",27,"都市：其他:住宅區","","",1090724,"土地1建物1車位0","四層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",680330,66.85,3,1,1,"有","無",1700000,25430,"",0,0,"","RPXOMLKKRHPFFIB96DA","66.85","0","0","無","","","","","","",218555.28,2666647.879,4
85,"霧峰區","房地(土地+建物)","自強路328巷31~60號",79.61,"","一般農業區","甲種建築用地",1090818,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",700410,101.34,8,1,9,"有","無",6300000,62167,"",0,0,"頂樓加蓋","","RPVOMLTKQHPFFIB57DA","101.34","0","0","無","59","","","","",220988.641,2663155.441,1
86,"大里區","房地(土地+建物)","光正路134巷121~150號",55.79,"","鄉村區","乙種建築用地",1090801,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",700410,77.6,4,2,2,"有","無",6220000,80155,"",0,0,"其他增建","","RPWPMLNJQHPFFIB07DA","77.6","0","0","無","60","","","","",221254.679,2664989.1,2
87,"梧棲區","房地(土地+建物)","四維中路241~270號",17.25,"都市：其他:第三種商業區","","",1090815,"土地1建物1車位0","五層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",920818,117.59,3,2,2,"有","有",3500000,29764,"",0,0,"","RPTOMLTJRHPFFFB07DA","81.28","7.02","0","有","","","","","","",202518.693,2684113.992,1
88,"大甲區","房地(土地+建物)","日南路1~30號",89.04,"都市：其他:商業區","","",1090810,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",790604,169.68,4,1,2,"有","無",4120000,24281,"",0,0,"","RPPNMLLKRHPFFEB38DA","169.68","0","0","無","66","","","","","",214512.122,2698626.898,1
89,"豐原區","房地(土地+建物)+車位","安康路1~30號",10.75,"都市：其他:第二種住宅區","","",1090824,"土地1建物1車位1","十層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",901018,100.81,3,2,2,"有","有",5500000,54558,"坡道機械",9.33,0,"夾層","","RPUNMLKKRHPFFDB68DA","58.45","9.52","0","有","","","","","",222214.943,2681917.665,3
90,"豐原區","房地(土地+建物)+車位","圓環北路二段121~150號",9.24,"都市：其他:第二種住宅區","","",1090816,"土地1建物1車位1","四層","二十層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",850717,98.02,3,2,1,"有","有",4500000,45909,"坡道平面",0,0,"","RPSOMLTKQHPFFDB76DA","60.04","9.85","0","有","68","","","","","",222451.122,2683525.469,3
91,"南屯區","房地(土地+建物)+車位","文心南路271~300號",27.05,"都市：其他:第二種商業區","","",1090810,"土地1建物1車位2","十八層","二十九層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1031125,317.48,4,2,3,"有","有",26800000,84415,"坡道平面",53.92,0,"","RPXNMLTJRHPFFCB07DA","157.97","25.52","0","有","","","","","","",214251.44,2668748.146,1
92,"西屯區","房地(土地+建物)+車位","寶慶街50巷1~30號",7.43,"都市：其他:第三種商業區","","",1090723,"土地1建物1車位1","十四層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",891104,110.14,2,2,1,"有","有",6800000,61740,"坡道平面",16.63,0,"","RPWRMLSJRHPFFCB27DA","50.89","16.37","0","有","","","","","","",214209.416,2674160.094,7
93,"南屯區","房地(土地+建物)+車位","文心南二路451~480號",32.33,"都市：其他:第二種住宅區","","",1090817,"土地1建物1車位2","六層","十八層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",991115,266.86,4,2,2,"有","有",21000000,78693,"坡道平面",60.8,0,"","RPORMLSJRHPFFCB09DA","122.67","16.15","0","有","","","","","","",213476.239,2670167.936,3
94,"西屯區","房地(土地+建物)+車位","國安一路31~60號",20.1,"都市：其他:住宅區","","",1090725,"土地1建物1車位1","二層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",950825,171.44,4,2,2,"有","有",11000000,64162,"坡道平面",23.16,0,"陽台外推","","RPSUMLTJRHPFFCB27DA","89.78","18.43","0","有","","","","","",210377.127,2676368.953,2
95,"西屯區","房地(土地+建物)+車位","大信街61~90號",14.68,"都市：其他:第一種商業區","","",1090814,"土地1建物1車位1","十四層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",890324,199.37,3,2,2,"有","有",12980000,65105,"坡道平面",13.72,0,"","RPRQMLRJRHPFFCB56DA","117.76","11.35","0","有","","","","","","",215590.823,2673420.14,7
96,"南屯區","房地(土地+建物)","嶺東路901~930號",6.86,"都市：其他:第二種住宅區","","",1090817,"土地1建物1車位0","四層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",810115,39.29,1,1,1,"有","有",1300000,33087,"",0,0,"親友、員工、共有人或其他特殊關係間之交易","","RPPOMLLMQHPFFCB38DA","28.28","2.87","0","有","","","","","",210652.859,2672082.319,1
97,"西屯區","房地(土地+建物)+車位","至善路18巷1~30號",17.6,"都市：其他:第二種商業區","","",1090819,"土地6建物1車位1","五層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",980121,124.64,2,2,1,"有","有",10200000,81836,"坡道平面",26.94,0,"陽台外推","","RPWNMLPLQHPFFCB66DA","60.95","8.67","0","有","","","","","",213392.073,2673926.987,4
98,"西屯區","房地(土地+建物)+車位","中工二路91~120號",13.87,"都市：其他:第三種住宅區。","","",1090815,"土地1建物1車位1","十一層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",830705,117.2,3,2,2,"有","有",7050000,60154,"升降平面",0,1200000,"陽台外推","","RPSNMLPKQHPFFCB78DA","78.68","8.75","0","有","","","","","",210872.231,2674188.353,1
99,"南屯區","房地(土地+建物)","寶山六街1~30號",14.38,"都市：其他:第二種住宅區","","",1090802,"土地1建物1車位0","五層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",830425,92.85,3,2,2,"有","有",5300000,57081,"",0,0,"","RPPPMLKKQHPFFCB18DA","72.17","7.42","0","有","72","","","","","",210686.918,2671911.061,1
100,"北區","房地(土地+建物)","國泰街61~90號",23.84,"都市：其他:第二種住宅區","","",1090821,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",680519,79.94,3,2,1,"有","無",4300000,53790,"",0,0,"","RPWQMLTJRHPFFBB17DA","79.94","0","0","無","73","","","","","",218980.171,2672780.838,7
101,"北屯區","房地(土地+建物)+車位","昌平路二段金谷巷61~90號",27.89,"都市：其他:第二種住宅區","","",1090817,"土地2建物1車位1","四層","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",790209,123.35,3,2,1,"有","有",6700000,54317,"坡道機械",0,0,"其他增建","","RPQRMLTJRHPFFBB66DA","74.03","13.09","0","有","74","","","","",218857.812,2674681.273,7
102,"北屯區","房地(土地+建物)","大連路一段271~300號",11.83,"都市：其他:第二種住宅區","","",1090714,"土地1建物1車位0","四層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",840823,75.86,2,2,1,"有","有",4170000,54970,"",0,0,"","RPPPMLTJRHPFFBB98DA","47.2","11.25","0","有","","","","","","",217609.062,2674607.71,6
103,"北屯區","房地(土地+建物)+車位","昌平路二段31巷31~60號",98.48,"都市：其他:第二種住宅區","","",1090730,"土地2建物1車位1","全","四層","透天厝","住家用","鋼筋混凝土造",780727,223.19,5,3,3,"有","有",14060000,62996,"坡道平面",0,0,"一樓後陽台外推","RPWOMLTJRHPFFBB96DA","173.08","12.9","0","無","","","","","","",218002.704,2676004.171,3
104,"北區","房地(土地+建物)","崇德路一段121~150號",23.58,"都市：其他:第三種住宅區。","","",1090624,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",760609,143.89,3,2,2,"有","無",5900000,41004,"",0,0,"其他增建","","RPXOMLTJRHPFFBB07DA","128.32","15.57","0","無","","","","","",217991.587,2673690.881,8
105,"北屯區","房地(土地+建物)+車位","軍福十九路1~30號",21.79,"都市：其他:第二種住宅區","","",1090808,"土地2建物1車位1","七層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1020925,175.22,3,2,2,"有","有",8900000,50793,"坡道平面",29,0,"含仲介費","","RPRTMLSJRHPFFBB86DA","89.68","7.52","0","有","","","","","",221391.13,2675019.432,2
106,"北區","房地(土地+建物)","健行路421~450號",4.4,"都市：其他:第二種住宅區","","",1090826,"土地1建物1車位0","三層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840526,48.56,1,0,1,"有","有",2400000,49423,"",0,0,"","RPSTMLSJRHPFFBB96DA","19.82","14.27","0","有","","","","","","",215996.552,2672699.688,6
107,"北區","房地(土地+建物)","富強街1~30號",15.12,"都市：其他:第二種住宅區","","",1090802,"土地7建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",710226,82.23,3,2,2,"有","無",3500000,42564,"",0,0,"","RPTTMLSJRHPFFBB07DA","82.23","0","0","無","75","","","","","",219001.622,2672607.669,6
108,"北區","房地(土地+建物)","自強街26巷1~30號",83,"都市：其他:第二種住宅區","","",1090706,"土地1建物1車位0","全","二層","透天厝","住家用","鋼筋混凝土造",740814,130.56,5,2,3,"有","無",12000000,91912,"",0,0,"親友、員工、共有人或其他特殊關係間之交易","","RPQNMLTJRHPFFBB88DA","115.1","15.46","0","無","","","","","",219263.261,2671899.117,3
109,"北屯區","房地(土地+建物)","文昌二街91~120號",18.65,"都市：其他:第二種住宅區","","",1090819,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",780118,82.08,8,0,2,"有","無",4300000,52388,"",0,0,"陽台外推","頂樓加蓋","","RPTSMLSJRHPFFBB96DA","64.65","6.53","0","無","81","","","",217912.965,2674077.453,8
110,"北屯區","房地(土地+建物)","文心路四段121~150號",8.03,"都市：其他:第三種住宅區。","","",1090823,"土地1建物1車位0","六層，七層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",960829,84.88,3,2,2,"有","有",6900000,81291,"",0,0,"","RPUNMLSJRHPFFBB56DA","54.83","4.54","0","有","","","","","","",219261.56,2674001.986,5
111,"北屯區","房地(土地+建物)","大連路一段301~330號",22.45,"都市：其他:第二種住宅區","","",1090805,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",770922,89.42,3,2,2,"有","有",3800000,42496,"",0,0,"陽台外推","","RPUQMLRJRHPFFBB76DA","68.42","12.16","0","無","83","","","","",217609.062,2674607.71,6
112,"北屯區","房地(土地+建物)+車位","文心路四段271~300號",10.16,"都市：其他:第三種住宅區。","","",1090810,"土地1建物1車位1","十八層","二十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1020725,119.55,2,2,2,"有","有",9760000,81639,"坡道平面",27.23,0,"","RPUOMLMJRHPFFBB68DA","54.78","7.48","0","有","","","","","","",219261.56,2674001.986,5
113,"北區","房地(土地+建物)+車位","忠明路421~450號",36.16,"都市：其他:第三種住宅區。","","",1090822,"土地2建物1車位2","九層","十七層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1030401,289.32,4,2,2,"有","有",23660000,88389,"坡道平面",55.58,3e+06,"","RPPNMLMLQHPFFBB18DA","131.86","22.95","0","有","","","","","","",216875.769,2673124.487,6
