"id","鄉鎮市區","交易標的","土地區段位置建物區段門牌","土地移轉總面積平方公尺","都市土地使用分區","非都市土地使用分區","非都市土地使用編定","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","主要建材","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價元平方公尺","車位類別","車位移轉總面積.平方公尺.","車位總價元","備註","編號","主建物面積","附屬建物面積","陽台面積","電梯","移轉編號","X","X.1","X.2","X.3","X.4","Response_X","Response_Y","dist","dist.1","dist.2","dist.3","dist.4","dist.5","dist.6","dist.7","dist.8","dist.9"
63,"北區","房地(土地+建物)","臺中市北區東光東街61~90號",3.68,"都市：其他:第二種住宅區","","",1090903,"土地1建物1車位0","五層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",831214,29.74,1,1,1,"有","有",1200000,40350,NA,0,0,"","RPPPMLKKRHPFFBB28EA","20.93","0","0","有","","","","","","",219414.801,2672097.711,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
64,"北區","房地(土地+建物)","臺中市北區華美街二段61~90號",8.11,"都市：其他:第三種住宅區。","","",1090702,"土地1建物1車位0","五層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",780613,42.08,1,0,1,"有","有",1780000,42300,NA,0,0,"","RPTRMLKKRHPFFBB88EA","27.66","4.96","0","有","","","","","","",216586.409,2674246.186,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
65,"東區","房地(土地+建物)","臺中市東區大智路181~210號",11.4,"都市：其他:第一種商業區","","",1090721,"土地3建物1車位0","七層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",770105,69.35,2,2,1,"有","無",3770000,54362,NA,0,0,"含傢俱設備費","陽台外推","","RPXOMLKKRHPFFAB88EA","49.97","2.54","0","有","","","","",218535.206,2668909.245,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
66,"大肚區","房地(土地+建物)","臺中市大肚區王福街389巷1~30號",101,"都市：其他:農業區","","",1090720,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",821005,187.06,5,2,3,"有","無",8000000,42767,NA,0,0,"未登記建物","","RPQNMLRJRHPFFKB96DA","174.21","12.85","0","無","","","","","",206703.182,2668728.105,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
67,"太平區","房地(土地+建物)","臺中市太平區中山路一段245巷1~30號",5.44,"","鄉村區","乙種建築用地",1090901,"土地2建物2車位0","七層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",880909,42.05,2,0,2,"有","有",1720000,40904,NA,0,0,"陽台外推","","RPUNMLKKRHPFFJB66DA","22.18","4.48","0","有","53","","","","",222837.44,2670942.1,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
68,"太平區","房地(土地+建物)","臺中市太平區中山路一段245巷1~30號",2.67,"","鄉村區","乙種建築用地",1090825,"土地2建物1車位0","十層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",880909,21.03,1,0,1,"有","有",930000,44223,NA,0,0,"陽台外推","","RPTOMLSLQHPFFJB47DA","11.09","2.24","0","有","","","","","",222837.44,2670942.1,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
69,"太平區","房地(土地+建物)","臺中市太平區太平十六街19巷1~30號",112,"都市：其他:第一種住宅區","","",1090727,"土地1建物1車位0","全","一層","透天厝","住家用","加強磚造",621210,57.05,4,2,1,"有","無",5900000,103418,NA,0,0,"其他增建","","RPQOMLTLPHPFFJB17DA","57.05","0","0","無","55","","","","",221487.549,2668616.149,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
70,"大里區","房地(土地+建物)","臺中市大里區塗城路451巷1~30號",187.1,"","鄉村區","乙種建築用地",1090806,"土地1建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",860705,378.23,8,3,4,"有","無",20000000,52878,NA,0,0,"","RPOPMLTJRHPFFIB96DA","344.69","33.54","0","無","","","","","","",220194.25,2664565.779,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
71,"大里區","房地(土地+建物)","臺中市大里區新生路125巷1~30號",27,"都市：其他:住宅區","","",1090724,"土地1建物1車位0","四層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",680330,66.85,3,1,1,"有","無",1700000,25430,NA,0,0,"","RPXOMLKKRHPFFIB96DA","66.85","0","0","無","","","","","","",218555.28,2666647.879,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
72,"霧峰區","房地(土地+建物)","臺中市霧峰區自強路328巷31~60號",79.61,"","一般農業區","甲種建築用地",1090818,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",700410,101.34,8,1,9,"有","無",6300000,62167,NA,0,0,"頂樓加蓋","","RPVOMLTKQHPFFIB57DA","101.34","0","0","無","59","","","","",220988.641,2663155.441,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
73,"大里區","房地(土地+建物)","臺中市大里區光正路134巷121~150號",55.79,"","鄉村區","乙種建築用地",1090801,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",700410,77.6,4,2,2,"有","無",6220000,80155,NA,0,0,"其他增建","","RPWPMLNJQHPFFIB07DA","77.6","0","0","無","60","","","","",221254.679,2664989.1,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
74,"梧棲區","房地(土地+建物)","臺中市梧棲區四維中路241~270號",17.25,"都市：其他:第三種商業區","","",1090815,"土地1建物1車位0","五層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",920818,117.59,3,2,2,"有","有",3500000,29764,NA,0,0,"","RPTOMLTJRHPFFFB07DA","81.28","7.02","0","有","","","","","","",202518.693,2684113.992,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
75,"大甲區","房地(土地+建物)","臺中市大甲區日南路1~30號",89.04,"都市：其他:商業區","","",1090810,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",790604,169.68,4,1,2,"有","無",4120000,24281,NA,0,0,"","RPPNMLLKRHPFFEB38DA","169.68","0","0","無","66","","","","","",214512.122,2698626.898,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
76,"南屯區","房地(土地+建物)","臺中市南屯區嶺東路901~930號",6.86,"都市：其他:第二種住宅區","","",1090817,"土地1建物1車位0","四層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",810115,39.29,1,1,1,"有","有",1300000,33087,NA,0,0,"親友、員工、共有人或其他特殊關係間之交易","","RPPOMLLMQHPFFCB38DA","28.28","2.87","0","有","","","","","",210652.859,2672082.319,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
77,"南屯區","房地(土地+建物)","臺中市南屯區寶山六街1~30號",14.38,"都市：其他:第二種住宅區","","",1090802,"土地1建物1車位0","五層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",830425,92.85,3,2,2,"有","有",5300000,57081,NA,0,0,"","RPPPMLKKQHPFFCB18DA","72.17","7.42","0","有","72","","","","","",210686.918,2671911.061,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
78,"北區","房地(土地+建物)","臺中市北區國泰街61~90號",23.84,"都市：其他:第二種住宅區","","",1090821,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",680519,79.94,3,2,1,"有","無",4300000,53790,NA,0,0,"","RPWQMLTJRHPFFBB17DA","79.94","0","0","無","73","","","","","",218980.171,2672780.838,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
79,"北屯區","房地(土地+建物)","臺中市北屯區大連路一段271~300號",11.83,"都市：其他:第二種住宅區","","",1090714,"土地1建物1車位0","四層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",840823,75.86,2,2,1,"有","有",4170000,54970,NA,0,0,"","RPPPMLTJRHPFFBB98DA","47.2","11.25","0","有","","","","","","",217609.062,2674607.71,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
80,"北區","房地(土地+建物)","臺中市北區崇德路一段121~150號",23.58,"都市：其他:第三種住宅區。","","",1090624,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",760609,143.89,3,2,2,"有","無",5900000,41004,NA,0,0,"其他增建","","RPXOMLTJRHPFFBB07DA","128.32","15.57","0","無","","","","","",217991.587,2673690.881,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
81,"北區","房地(土地+建物)","臺中市北區健行路421~450號",4.4,"都市：其他:第二種住宅區","","",1090826,"土地1建物1車位0","三層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840526,48.56,1,0,1,"有","有",2400000,49423,NA,0,0,"","RPSTMLSJRHPFFBB96DA","19.82","14.27","0","有","","","","","","",215996.552,2672699.688,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
82,"北區","房地(土地+建物)","臺中市北區富強街1~30號",15.12,"都市：其他:第二種住宅區","","",1090802,"土地7建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",710226,82.23,3,2,2,"有","無",3500000,42564,NA,0,0,"","RPTTMLSJRHPFFBB07DA","82.23","0","0","無","75","","","","","",219001.622,2672607.669,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
83,"北區","房地(土地+建物)","臺中市北區自強街26巷1~30號",83,"都市：其他:第二種住宅區","","",1090706,"土地1建物1車位0","全","二層","透天厝","住家用","鋼筋混凝土造",740814,130.56,5,2,3,"有","無",12000000,91912,NA,0,0,"親友、員工、共有人或其他特殊關係間之交易","","RPQNMLTJRHPFFBB88DA","115.1","15.46","0","無","","","","","",219263.261,2671899.117,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
84,"北屯區","房地(土地+建物)","臺中市北屯區文昌二街91~120號",18.65,"都市：其他:第二種住宅區","","",1090819,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",780118,82.08,8,0,2,"有","無",4300000,52388,NA,0,0,"陽台外推","頂樓加蓋","","RPTSMLSJRHPFFBB96DA","64.65","6.53","0","無","81","","","",217912.965,2674077.453,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
85,"北屯區","房地(土地+建物)","臺中市北屯區文心路四段121~150號",8.03,"都市：其他:第三種住宅區。","","",1090823,"土地1建物1車位0","六層，七層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",960829,84.88,3,2,2,"有","有",6900000,81291,NA,0,0,"","RPUNMLSJRHPFFBB56DA","54.83","4.54","0","有","","","","","","",219261.56,2674001.986,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
86,"北屯區","房地(土地+建物)","臺中市北屯區大連路一段301~330號",22.45,"都市：其他:第二種住宅區","","",1090805,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",770922,89.42,3,2,2,"有","有",3800000,42496,NA,0,0,"陽台外推","","RPUQMLRJRHPFFBB76DA","68.42","12.16","0","無","83","","","","",217609.062,2674607.71,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
87,"北屯區","房地(土地+建物)","臺中市北屯區熱河路二段181~210號",10,"都市：其他:第一種商業區","","",1090818,"土地1建物1車位0","一層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820908,92.95,2,2,1,"有","有",5100000,54868,NA,0,0,"","RPPRMLKLQHPFFBB38DA","59.87","10.34","0","有","","","","","","",218331.101,2674490.078,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
88,"北屯區","房地(土地+建物)","臺中市北屯區三光北一街31~60號",85,"都市：其他:第二種住宅區","","",1090815,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",700528,118.42,6,1,2,"有","無",11360000,95930,NA,0,0,"","RPRNMLPKQHPFFBB58DA","107.26","11.16","0","無","85","","","","","",219295.901,2673739.986,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
89,"北屯區","房地(土地+建物)","臺中市北屯區文昌東七街11巷1~30號",91,"都市：其他:第二種住宅區","","",1090731,"土地1建物1車位0","全","二層","透天厝","住家用","鋼筋混凝土造",750331,147.32,4,2,3,"有","無",12600000,85528,NA,0,0,"夾層","其他增建","","RPRTNLLKQHPFFBB88DA","118.22","29.1","0","無","","","","",218255.315,2673737.696,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
90,"中區","房地(土地+建物)","臺中市中區成功路306巷1~30號",9.62,"都市：其他:第二種商業區","","",1090714,"土地1建物1車位0","九層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",821102,106.74,2,2,1,"有","有",4610000,43189,NA,0,0,"陽台外推","","RPUOMLSJRHPFFAB56DA","74.87","8.26","0","有","","","","","",217371.291,2671123.322,1000,1250,1000,1250,1250,1250,1250,1250,750,250
91,"南區","房地(土地+建物)","臺中市南區柳川西路一段1~30號",20.58,"都市：其他:第三種住宅區。","","",1090723,"土地1建物1車位0","三層","八層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",880505,133.7,3,2,2,"有","無",7250000,54226,NA,0,0,"","RPQPMLSJRHPFFAB88DA","86.13","2.67","12.24","無","","","","","","",215502.184,2669620.478,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
92,"東區","房地(土地+建物)","臺中市東區東英十五街271~300號",20.36,"都市：其他:第一種住宅區","","",1090808,"土地1建物1車位0","九層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",800115,114.48,3,2,2,"有","有",4350000,37998,NA,0,0,"","RPVQMLLLQHPFFAB88DA","76.82","3.6","0","有","","","","","","",219953.97,2671259.893,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
93,"南區","房地(土地+建物)","臺中市南區工學北路121~150號",79,"都市：其他:第三種商業區","","",1090728,"土地1建物1車位0","全","二層","透天厝","住家用","見其他登記事項",621023,126.91,4,3,3,"有","無",10000000,78796,NA,0,0,"親友、員工、共有人或其他特殊關係間之交易","頂樓加蓋","未登記建物","","RPPNMLLKRHPFFAB97DA","126.91","0","0","無","","","",215007.355,2667812.589,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
94,"中區","房地(土地+建物)","臺中市中區民權路151~180號",1.93,"都市：其他:第一種商業區","","",1090828,"土地2建物1車位0","二十三層","二十八層","住宅大樓(11層含以上有電梯)","住家用","見其他登記事項",860131,37.55,0,0,0,"無","有",1750000,46605,NA,0,0,"","RPOQMLTJRHPFFAB88DA","21.44","2.94","0","有","","","","","","",216881.589,2670935.835,1250,1000,1000,1250,1250,1250,1250,1250,500,500
95,"北屯區","房地(土地+建物)","臺中市北屯區興安路二段421~450號",21.5,"都市：其他:第二種住宅區","","",1090515,"土地2建物1車位0","七層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",890616,155.95,4,2,2,"有","有",9200000,58993,NA,0,0,"","RPURMLPLQHPFFBB76DA","106.27","12.72","0","有","","","","","","",219009.171,2675571.875,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
96,"北區","房地(土地+建物)","臺中市北區崇德路一段500巷1~30號",28.89,"都市：其他:第二種住宅區","","",1090816,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",700925,104.15,5,0,5,"有","無",6770000,65002,NA,0,0,"陽台外推","","RPQQMLLMQHPFFBB58DA","87.3","9.87","0","無","","","","","",218144.415,2673280.316,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
97,"北區","房地(土地+建物)","臺中市北區梅亭街38巷1~30號",62,"都市：其他:第二種住宅區","","",1090728,"土地2建物1車位0","全","二層","透天厝","住家用","鋼筋混凝土加強磚造",640131,74.8,4,2,2,"有","無",8500000,113636,NA,0,0,"","RPQNMLKKRHPFFBB08DA","74.8","0","0","無","","","","","","",218537.434,2672850.909,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
98,"北屯區","房地(土地+建物)","臺中市北屯區東山路一段147巷40弄31~60號",103,"都市：其他:第二種住宅區","","",1090803,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",680717,104.96,5,2,2,"有","無",12800000,121951,NA,0,0,"","RPSNMLKKRHPFFBB28DA","104.96","0","0","無","","","","","","",220347.238,2674011.515,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
99,"北區","房地(土地+建物)","臺中市北區中清路一段826巷1~30號",44.16,"都市：其他:第二種商業區","","",1090721,"土地2建物1車位0","一層，地下層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",700814,180.78,6,2,2,"有","無",5850000,32360,NA,0,0,"","RPUNMLKKRHPFFBB48DA","180.78","0","0","無","","","","","","",216719.639,2674215.234,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
100,"北屯區","房地(土地+建物)","臺中市北屯區東山路一段50巷61~90號",69,"都市：其他:第二種住宅區","","",1090810,"土地1建物1車位0","全","二層","透天厝","住家用","鋼筋混凝土造",700328,82.42,4,2,2,"有","無",7960000,96579,NA,0,0,"親友、員工、共有人或其他特殊關係間之交易","未登記建物","","RPROMLKKRHPFFBB28DA","82.42","0","0","無","","","","",219728.38,2673442.677,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
