"鄉鎮市區","交易標的","土地區段位置建物區段門牌","土地移轉總面積平方公尺","都市土地使用分區","非都市土地使用分區","非都市土地使用編定","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","主要建材","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價元平方公尺","車位類別","車位移轉總面積.平方公尺.","車位總價元","備註","編號","主建物面積","附屬建物面積","陽台面積","電梯"
"南區","房地(土地+建物)","臺中市南區工學北路31~60號",15.07,"其他","","",1090816,"土地1建物1車位0","八層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840107,160.97,4,2,2,"有","有",4700000,29198,"",0,0,"親友、員工、共有人或其他特殊關係間之交易;","RPXNMLMJRHPFFAB78DA",109.44,13.83,0,"有"
"中區","房地(土地+建物)","臺中市中區大誠街61~90號",4.07,"其他","","",1090803,"土地2建物1車位0","十二層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",821105,51.8,2,1,1,"有","有",2700000,52124,"",0,0,"","RPSPMLRLQHPFFAB09DA",37.98,3.3,0,"有"
"西區","房地(土地+建物)","臺中市西區三民路一段50巷1~30號",2.04,"其他","","",1090819,"土地2建物1車位0","四層","十九層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840113,26.41,1,1,1,"有","有",1150000,43544,"",0,0,"","RPQPMLQLQHPFFAB78DA",14.19,3.14,0,"有"
"北屯區","房地(土地+建物)","臺中市北屯區文心路四段991~1020號",7.12,"其他","","",1090803,"土地1建物1車位0","四層","二十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",910807,93.07,2,1,1,"有","有",5300000,56946,"",0,0,"","RPRUMLRJQHPFFBB76DA",59.78,9.11,0,"有"
"北區","房地(土地+建物)","臺中市北區太平路91~120號",19.02,"其他","","",1090802,"土地2建物2車位0","四層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",820831,83.99,2,1,1,"有","有",4500000,53578,"",0,0,"兩戶套房打通","RPUVMLLKQHPFFBB66DA",57.33,1.96,0,"有"
"大里區","房地(土地+建物)","臺中市大里區新仁七街83巷1~30號",89.63,"","鄉村區","乙種建築用地",1090722,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",700101,84.16,2,2,2,"有","無",6950000,82581,"",0,0,"","RPVOMLKLQHPFFIB76DA",84.16,0,0,"無"
"大里區","房地(土地+建物)","臺中市大里區中興路一段254巷1~30號",56.5,"其他","","",1090607,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",621205,100.8,4,2,2,"有","無",6720000,66667,"",0,0,"土地款：6377774元，房屋款：342226元。","RPRNMLLMQHPFFIB09DA",100.8,0,0,"無"
"龍井區","房地(土地+建物)","臺中市龍井區水裡社街一段361~390號",192,"其他","","",1090727,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",830228,197.46,5,3,2,"有","無",11500000,58240,"",0,0,"","RPOUMLLMQHPFFKB07DA",181.95,15.51,0,"無"
"南區","房地(土地+建物)","臺中市南區公理街65巷1~30號",17.84,"其他","","",1090817,"土地3建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",740813,69.67,2,1,1,"有","無",2500000,35883,"",0,0,"親友、員工、共有人或其他特殊關係間之交易;頂樓加蓋;","RPPNMLNJRHPFFAB18EA",59.27,10.4,0,"無"
"大里區","房地(土地+建物)","臺中市大里區德芳路一段82巷32弄31~60號",24.75,"其他","","",1090730,"土地2建物1車位0","四層","四層","公寓(5樓含以下無電梯)","住家用","加強磚造",660915,74.72,2,2,1,"有","無",3e+06,40150,"",0,0,"","RPPNMLMJRHPFFIB88EA",74.72,0,0,"無"
"北屯區","房地(土地+建物)","臺中市北屯區天津路四段301~330號",1.57,"其他","","",1090810,"土地1建物1車位0","十五層","二十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840626,24.3,1,0,1,"有","有",1780000,73251,"",0,0,"","RPPQMLLJRHPFFBB28DA",13.83,2.58,0,"有"
"北區","房地(土地+建物)","臺中市北區瑞祥街91巷1~30號",25.8,"其他","","",1090809,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",740918,74.85,2,2,1,"有","無",3350000,44756,"",0,0,"總價款為土地及建物各半。頂樓加蓋;","RPRNMLMJRHPFFBB28DA",67.26,7.59,0,"無"
"北區","房地(土地+建物)","臺中市北區東光一街1~30號",24,"其他","","",1090813,"土地1建物1車位0","六層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",781012,127.81,3,2,2,"有","有",5350000,41862,"",0,0,"","RPWRMLLMQHPFFBB66DA",94.88,14.22,0,"有"
"北區","房地(土地+建物)","臺中市北區篤行路91~120號",4.37,"其他","","",1090822,"土地1建物1車位0","四層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",800521,27.32,1,0,1,"有","有",1400000,51245,"",0,0,"","RPRPMLSLQHPFFBB56DA",16.35,2.52,0,"有"
"北屯區","房地(土地+建物)","臺中市北屯區安順東二街1~30號",29.1,"其他","","",1090809,"土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",730416,78.81,3,2,1,"有","無",3850000,48852,"",0,0,"陽台外推;","RPTQMLQLQHPFFBB66DA",67.89,4.99,0,"無"
"南屯區","房地(土地+建物)","臺中市南屯區黎明路一段289巷1~30號",91,"其他","","",1090709,"土地2建物1車位0","全","二層","透天厝","住家用","加強磚造",700520,109.2,4,2,2,"有","無",9200000,84249,"",0,0,"頂樓加蓋;","RPQVMLOKPHPFFCB56DA",109.2,0,0,"無"
"西屯區","房地(土地+建物)","臺中市西屯區逢甲路19巷1~30號",5.25,"其他","","",1090803,"土地2建物1車位0","六層","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820616,26.81,1,0,1,"有","無",1880000,70123,"",0,0,"頂樓加蓋;","RPRPMLPLQHPFFCB98DA",16.54,2.56,0,"有"
"南屯區","房地(土地+建物)","臺中市南屯區文山九街91~120號",7.9,"其他","","",1090718,"土地1建物1車位0","六層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840623,84.23,2,2,2,"有","有",4e+06,47489,"",0,0,"","RPRNMLKMQHPFFCB38DA",58.31,7.55,0,"有"
"西屯區","房地(土地+建物)","臺中市西屯區逢甲路20巷1~30號",27.52,"其他","","",1090807,"土地2建物1車位0","三層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",680910,72.8,4,0,4,"有","無",6280000,86264,"",0,0,"","RPORMLLMQHPFFCB58DA",72.8,0,0,"無"
"南屯區","房地(土地+建物)","臺中市南屯區大聖街301~330號",21.78,"其他","","",1090611,"土地1建物1車位0","二層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",810316,113.14,2,2,1,"有","有",6200000,54799,"",0,0,"陽台外推;","RPOSMLLMQHPFFCB68DA",64.84,18.22,0,"有"
"南屯區","房地(土地+建物)","臺中市南屯區楓和路631~660號",12.28,"其他","","",1090818,"土地2建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",701229,41.68,1,2,1,"有","無",6e+05,14395,"",0,0,"親友、員工、共有人或其他特殊關係間之交易;","RPUOMLMJRHPFFCB78DA",41.68,0,0,"無"
"西屯區","房地(土地+建物)","臺中市西屯區長安路一段29巷1~30號",15.62,"其他","","",1090714,"土地1建物1車位0","六層","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",840526,89.84,3,2,2,"有","有",6350000,70681,"",0,0,"陽台外推;","RPPPMLTLQHPFFCB56DA",61.5,6.64,0,"有"
"西屯區","房地(土地+建物)","臺中市西屯區文華路91~120號",4.34,"其他","","",1090818,"土地2建物1車位0","五層","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",800524,22.59,1,0,0,"有","有",1100000,48694,"",0,0,"","RPWSMLSKQHPFFCB37DA",13.41,1.5,0,"有"
"豐原區","房地(土地+建物)","臺中市豐原區中正路695巷1~30號",10.17,"其他","","",1090805,"土地1建物1車位0","十一層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",820208,97.78,3,2,2,"有","有",3960000,40499,"",0,0,"","RPPNMLPLQHPFFDB68DA",69.24,8.76,0,"有"
"豐原區","房地(土地+建物)","臺中市豐原區永康路105巷34弄1~30號",117.02,"其他","","",1090801,"土地2建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",780529,202.56,4,3,3,"有","無",12400000,61216,"",0,0,"","RPRNMLKKQHPFFDB28DA",183.77,18.79,0,"無"
"豐原區","房地(土地+建物)","臺中市豐原區北陽一街1~30號",100.26,"其他","","",1090514,"土地1建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",1090506,230.93,4,2,3,"有","無",24400000,105660,"",0,0,"","RPUNMLMJRHPFFDB78DA",213.78,17.15,0,"無"
"西屯區","房地(土地+建物)","臺中市西屯區福強街121~150號",2.93,"其他","","",1090812,"土地1建物1車位0","十五層","十九層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840121,32.52,1,0,1,"有","有",1355000,41667,"",0,0,"","RPPUMLTKQHPFFCB96DA",19.2,3.05,0,"有"
"西屯區","房地(土地+建物)","臺中市西屯區福瑞街27巷1~30號",5.47,"其他","","",1090817,"土地1建物1車位0","三層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",830316,29.25,1,0,1,"有","有",1327500,45385,"",0,0,"含土地增值稅或其他稅費;含仲介費;","RPUQMLLMQHPFFCB09DA",15.49,3.49,0,"有"
"西屯區","房地(土地+建物)","臺中市西屯區西屯路二段241~270號",8.91,"其他","","",1090802,"土地1建物1車位0","二層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1011121,60.02,1,1,1,"有","有",5100000,84972,"",0,0,"","RPOPMLNLQHPFFCB48DA",34.51,3.94,0,"有"
"外埔區","房地(土地+建物)","臺中市外埔區大馬路482巷43弄31~60號",70.93,"","鄉村區","乙種建築用地",1090824,"土地1建物1車位0","全","一層","透天厝","住家用","磚造",660000,57.76,2,2,1,"有","無",2200000,38089,"",0,0,"","RPRNMLOJRHPFFEB78DA",57.76,0,0,"無"
"沙鹿區","房地(土地+建物)","臺中市沙鹿區福至路100巷31~60號",211.96,"其他","","",1090206,"土地2建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",821125,126.27,5,2,3,"有","無",6200000,49101,"",0,0,"","RPROMLRLQHPFFFB76DA",120.18,6.09,0,"無"
"東勢區","房地(土地+建物)","臺中市東勢區本街1巷1~30號",19.62,"","","",1090824,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",510701,34.9,2,1,1,"有","無",820000,23496,"",0,0,"","RPPNMLNJRHPFFGB68DA",34.89,0,0,"無"
"南屯區","房地(土地+建物)","臺中市南屯區忠勇路31~60號",12.68,"其他","","",1090702,"土地2建物1車位0","六層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",830906,126.92,3,2,2,"有","有",5920000,46644,"",0,0,"","RPWSMLSJPHPFFCB17DA",96.87,4.9,0,"有"
"北屯區","房地(土地+建物)","臺中市北屯區平德路18巷17弄1~30號",25.5,"其他","","",1090803,"土地2建物1車位0","五層","五層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820428,82.54,3,1,2,"有","有",5200000,63000,"",0,0,"頂樓加蓋;","RPRPMLPLQHPFFBB88DA",56.96,11.29,0,"有"
"北區","房地(土地+建物)","臺中市北區國強街121~150號",4.65,"其他","","",1090823,"土地1建物1車位0","七層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",810617,28.63,1,0,1,"有","無",1460000,50995,"",0,0,"","RPPNMLNJRHPFFBB18DA",19.78,0,0,"有"
"北區","房地(土地+建物)","臺中市北區大德街82巷1~30號",23.8,"其他","","",1090810,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",700303,74.98,3,2,1,"有","無",3020000,40277,"",0,0,"","RPPQMLMJRHPFFBB38DA",65.55,0,0,"無"
"北屯區","房地(土地+建物)","臺中市北屯區中清路二段146巷1~30號",61,"其他","","",1090731,"土地1建物1車位0","全","二層","透天厝","住家用","鋼筋混凝土加強磚造",600801,83.16,3,3,2,"有","無",9e+06,108225,"",0,0,"其他增建;","RPTNMLMJRHPFFBB48DA",83.16,0,0,"無"
"北屯區","房地(土地+建物)","臺中市北屯區松竹路二段337巷1~30號",14.58,"其他","","",1090813,"土地1建物1車位0","十二層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",821214,120.46,3,2,2,"有","有",6800000,56450,"",0,0,"","RPWNMLMJRHPFFBB78DA",94.44,11.31,0,"有"
"北區","房地(土地+建物)","臺中市北區健行路341巷1~30號",160,"其他","","",1090701,"土地1建物7車位0","全","五層","透天厝","住家用","鋼筋混凝土造",1000502,486.96,20,0,20,"有","無",3.4e+07,69821,"",0,0,"頂樓加蓋;其他增建;","RPOTMLRKQHPFFBB09DA",259.03,48.5,0,"有"
"北區","房地(土地+建物)","臺中市北區漢口路四段361~390號",4.5,"其他","","",1090817,"土地2建物1車位0","十三層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",860821,46.1,1,1,1,"有","有",2450000,53145,"",0,0,"","RPUOMLTKQHPFFBB76DA",25.3,6.2,0,"有"
"北區","房地(土地+建物)","臺中市北區瑞祥街30巷1~30號",16.72,"其他","","",1090809,"土地1建物1車位0","四層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",701207,81.23,2,2,1,"有","有",4e+06,49243,"",0,0,"","RPOQMLTKQHPFFBB98DA",63.35,2.25,0,"有"
"大里區","房地(土地+建物)","臺中市大里區立仁路227巷1~30號",123.35,"","鄉村區","乙種建築用地",1090812,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",680625,115.44,4,2,2,"有","無",6e+06,51975,"",0,0,"姑姑之房子減價優惠賣給三個姪子讓他們有房子居住特殊關係間之親友交易。本案土地與建物買賣雙方同意分別計價。土地交易價為新臺幣5870000元+建物老舊交易價為新臺幣130000元合計總價為新臺幣陸佰萬元整。本案買方買清稅規費等一切費用由賣方支付。親友、員工、共有人或其他特殊關係間之交易;","RPUOMLMJRHPFFIB86EA",115.44,0,0,"無"
"豐原區","房地(土地+建物)","臺中市豐原區向陽路31~60號",25.25,"其他","","",1090725,"土地1建物1車位0","二層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",700611,87.42,3,1,1,"有","無",1400000,16015,"",0,0,"袓孫間二親等關係買賣","RPXNMLNJRHPFFDB66EA",87.42,0,0,"無"
"太平區","房地(土地+建物)","臺中市太平區中山路一段314巷1~30號",10.91,"","鄉村區","乙種建築用地",1090817,"土地2建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",851129,25.67,1,0,1,"有","無",960000,37398,"",0,0,"","RPSOMLMJRHPFFJB76EA",18.12,3.75,0,"無"
"北屯區","房地(土地+建物)","臺中市北屯區后庄路980巷9弄1~30號",106,"其他","","",1090718,"土地1建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",800205,257.41,5,2,4,"有","有",1.5e+07,58273,"",0,0,"","RPTPMLMJRHPFFBB78EA",244.87,12.54,0,"無"
"西屯區","房地(土地+建物)","臺中市西屯區寧漢街61~90號",23.95,"其他","","",1090727,"土地1建物1車位0","二層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",740810,104.08,3,2,2,"有","有",7e+06,67256,"",0,0,"","RPTOMLNJRHPFFCB88EA",92.14,11.94,0,"有"
"西區","房地(土地+建物)","臺中市西區昇平街96巷1~30號",29.73,"其他","","",1090731,"土地3建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",680214,95.92,5,2,2,"有","無",4900000,51084,"",0,0,"頂樓加蓋;其他增建;","RPVOMLMJRHPFFAB78EA",95.92,0,0,"無"
"西區","房地(土地+建物)","臺中市西區中美街379巷1~30號",26.1,"其他","","",1090715,"土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",761216,98.46,3,2,2,"有","有",5500000,55860,"",0,0,"","RPWOMLMJRHPFFAB88EA",82.01,7.12,0,"無"
"西區","房地(土地+建物)","臺中市西區美村路一段571~600號",2.11,"其他","","",1090815,"土地1建物1車位0","四層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",840127,66.88,3,2,2,"有","無",8790000,131429,"",0,0,"親友、員工、共有人或其他特殊關係間之交易;","RPXOMLMJRHPFFAB98EA",49.42,3.82,0,"有"
"龍井區","房地(土地+建物)","臺中市龍井區沙田路六段121~150號",90,"其他","","",1090723,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",821206,198.89,6,3,4,"有","無",2e+06,10056,"",0,0,"含土地增值稅或其他稅費;其他                    ;親友、員工、共有人或其他特殊關係間之交易;頂樓加蓋;未登記建物;","RPPNMLLJRHPFFKB88DA",189.97,8.92,0,"無"
"龍井區","房地(土地+建物)","臺中市龍井區新興路22巷2弄1~30號",43.59,"","鄉村區","乙種建築用地",1090721,"土地2建物1車位0","三層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",790110,148.88,7,0,7,"有","無",7470000,50175,"",0,0,"含仲介費;含租約;","RPXTMLLMQHPFFKB87DA",102.44,18.81,0,"無"
"龍井區","房地(土地+建物)","臺中市龍井區藝術街16巷8弄1~30號",13.85,"其他","","",1090827,"土地1建物1車位0","三層，電梯樓梯間","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",690509,28.01,1,1,1,"有","無",1400000,49982,"",0,0,"","RPQNMLNJRHPFFKB56DA",28.01,0,0,"無"
"大里區","房地(土地+建物)","臺中市大里區新仁路一段71之23巷1~30號",150.48,"","鄉村區","乙種建築用地",1090730,"土地4建物1車位0","全","四層","透天厝","住家用","見其他登記事項",990803,184.98,4,3,3,"有","無",13500000,72981,"",0,0,"","RPSOMLMJRHPFFIB56DA",160.47,24.51,0,"無"
"霧峰區","房地(土地+建物)","臺中市霧峰區民生路296巷18弄61~90號",108.01,"","鄉村區","乙種建築用地",1090809,"土地2建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",810601,164.32,4,3,3,"有","無",6200000,37731,"",0,0,"頂樓加蓋;其他增建;","RPQNMLTJQHPFFIB86DA",152.95,11.37,0,"無"
"北屯區","房地(土地+建物)","臺中市北屯區大連路三段181~210號",22.37,"其他","","",1090727,"土地1建物1車位0","八層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",830330,130.08,4,2,2,"有","有",6660000,51199,"",0,0,"","RPQPMLQJQHPFFBB68DA",96.02,10.93,0,"有"
"北區","房地(土地+建物)","臺中市北區南京東路二段61~90號",17.79,"其他","","",1090805,"土地2建物1車位0","一層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820813,92.26,3,2,2,"有","無",4300000,46607,"",0,0,"","RPPQMLQJQHPFFBB68DA",67.15,9.05,0,"有"
"北區","房地(土地+建物)","臺中市北區北屯路1~30號",4.1,"其他","","",1090612,"土地1建物1車位0","四層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",680109,19.64,1,0,1,"有","有",5e+05,25458,"",0,0,"","RPPNMLPJQHPFFBB28DA",19.64,0,0,"有"
"中區","房地(土地+建物)","臺中市中區成功路268巷31~60號",2.85,"其他","","",1090820,"土地1建物1車位0","六層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",780830,19.53,1,0,1,"有","有",665000,34050,"",0,0,"","RPSNMLNLQHPFFAB48DA",12.99,0,0,"有"
"西區","房地(土地+建物)","臺中市西區五權西五街94巷1~30號",58,"其他","","",1090106,"土地1建物1車位0","全","二層","透天厝","住家用","見其他登記事項",NA,87.8,3,2,3,"有","無",8e+06,91116,"",0,0,"","RPXNMLNJRHPFFAB88DA",87.8,0,0,"無"
"西區","房地(土地+建物)","臺中市西區五權八街121~150號",18.53,"其他","","",1090813,"土地1建物2車位0","四層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",860311,62.63,1,0,1,"有","有",3200000,51094,"",0,0,"","RPWOMLRKQHPFFAB66DA",35.52,5.7,0,"有"
"西區","房地(土地+建物)","臺中市西區向上南路一段31~60號",17.19,"其他","","",1090810,"土地1建物1車位0","四層","五層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",710731,56.17,2,1,1,"有","有",2400000,42727,"",0,0,"","RPQOMLNKQHPFFAB28DA",52.81,3.36,0,"有"
"西區","房地(土地+建物)","臺中市西區大同街211~240號",81,"其他","","",1090725,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",760403,126.01,4,2,2,"有","無",1.6e+07,126974,"",0,0,"夾層;其他增建;","RPPRMLLKQHPFFAB28DA",116.25,9.76,0,"無"
"西區","房地(土地+建物)","臺中市西區仁福街1~30號",5,"其他","","",1090818,"土地2建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",680316,51.34,1,1,1,"有","無",1380000,26880,"",0,0,"","RPVQMLPLQHPFFAB66DA",51.34,0,0,"無"
"西區","房地(土地+建物)","臺中市西區向上路一段1~30號",3.92,"其他","","",1090820,"土地2建物1車位0","十二層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",830924,38.13,1,1,1,"有","有",1770000,46420,"",0,0,"","RPPNMLMJRHPFFAB97DA",25.81,2.85,0,"有"
"西區","房地(土地+建物)","臺中市西區向上路一段307巷1~30號",11.15,"其他","","",1090801,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",711026,42.91,2,1,1,"有","無",2600000,60592,"",0,0,"","RPUPMLNJRHPFFAB78DA",34.13,4.49,0,"無"
"西區","房地(土地+建物)","臺中市西區五廊街61~90號",17.47,"其他","","",1090726,"土地4建物1車位0","三層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820430,109.71,3,2,2,"有","有",5200000,47398,"",0,0,"陽台外推;","RPVPMLNJRHPFFAB88DA",81.66,1.84,0,"有"
"中區","房地(土地+建物)","臺中市中區民權路151~180號",1.9,"其他","","",1090813,"土地2建物1車位0","二十層","二十八層","住宅大樓(11層含以上有電梯)","住家用","見其他登記事項",860131,37.55,1,1,1,"有","有",1700000,45273,"",0,0,"","RPSNMLOJRHPFFAB48DA",21.44,2.94,0,"有"
"西區","房地(土地+建物)","臺中市西區五權西六街166巷1~30號",33.98,"其他","","",1090814,"土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",791215,127.41,3,2,1,"有","無",7e+06,54941,"",0,0,"","RPWNMLOJRHPFFAB88DA",98.79,9.51,0,"無"
"西區","房地(土地+建物)","臺中市西區民權路312巷1~30號",32.3,"其他","","",1090804,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",740121,109.35,3,2,2,"有","無",6500000,59442,"",0,0,"","RPXNMLOJRHPFFAB98DA",97.76,11.59,0,"無"
"北區","房地(土地+建物)","臺中市北區忠太東路91~120號",2.67,"其他","","",1090807,"土地1建物1車位0","五層","二十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840607,31.33,1,1,1,"有","有",1560000,49793,"",0,0,"","RPQPNLQJQHPFFBB78DA",16.66,3.15,0,"有"
"大里區","房地(土地+建物)","臺中市大里區中興路一段216巷31~60號",57.31,"其他","","",1090603,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",630610,87.36,3,2,3,"有","無",6780000,77610,"",0,0,"","RPXOMLLMQHPFFIB17DA",87.36,0,0,"無"
"太平區","房地(土地+建物)","臺中市太平區光興路1432巷61~90號",74.02,"","鄉村區","乙種建築用地",1090710,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",700715,101.9,4,2,2,"有","無",5100000,50049,"",0,0,"頂樓加蓋;其他增建;","RPVQMLLMPHPFFJB17DA",101.9,0,0,"無"
"南區","房地(土地+建物)","臺中市南區五權南路614巷7弄1~30號",102,"其他","","",1090731,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",690725,116.57,8,2,4,"有","無",11800000,101227,"",0,0,"頂樓加蓋;夾層;其他增建;","RPTPMLOJRHPFFAB88EA",116.57,0,0,"無"
"北屯區","房地(土地+建物)","臺中市北屯區文昌東十二街1~30號",10.72,"其他","","",1090717,"土地1建物1車位0","七層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",811216,76.69,2,1,1,"有","有",4280000,55809,"",0,0,"含裝潢費460000元;","RPRNMLSLQHPFFBB09EA",58.52,0,5.83,"有"
"沙鹿區","房地(土地+建物)","臺中市沙鹿區臺灣大道七段432巷66弄61~90號",32.94,"其他","","",1090803,"土地1建物2車位0","五層","五層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",960109,40.69,2,0,2,"有","有",2300000,56525,"",0,0,"","RPPWMLNJRHPFFFB96EA",27.58,3.92,0,"有"
"北區","房地(土地+建物)","臺中市北區北平路二段91~120號",28.42,"其他","","",1090812,"土地1建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",751222,116.77,3,2,2,"有","有",6280000,53781,"",0,0,"","RPSQMLNJRHPFFBB78DA",85.1,10.78,0,"無"
"北區","房地(土地+建物)","臺中市北區富強街1~30號",15.12,"其他","","",1090712,"土地7建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",710226,66.68,3,2,2,"有","無",1550000,23245,"",0,0,"","RPTQMLNJRHPFFBB88DA",66.68,0,0,"無"
"南屯區","房地(土地+建物)","臺中市南屯區向心路91~120號",3.57,"其他","","",1090726,"土地1建物1車位0","十三層","二十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",861216,47.23,1,1,1,"有","有",3450000,73047,"",0,0,"","RPWPMLNJQHPFFCB09DA",28.13,3.85,0,"有"
"沙鹿區","房地(土地+建物)","臺中市沙鹿區中清路六段151~180號",183.08,"其他","","",1090620,"土地4建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",1020422,279.22,4,3,5,"有","有",17300000,61958,"",0,0,"","RPXOMLQLQHPFFFB27DA",247.89,28.15,0,"有"
"沙鹿區","房地(土地+建物)","臺中市沙鹿區六路三街61~90號",137.63,"其他","","",1090716,"土地2建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",841212,224.27,11,0,11,"有","無",8600000,38347,"",0,0,"","RPVNMLLMQHPFFFB56DA",213.79,10.48,0,"無"
"大甲區","房地(土地+建物)","臺中市大甲區甲后路五段251巷9弄1~30號",81.3,"其他","","",1090816,"土地1建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",811125,187.87,4,3,3,"有","無",6e+06,31937,"",0,0,"","RPSNMLTKQHPFFEB76DA",181.17,6.7,0,"無"
"西屯區","房地(土地+建物)","臺中市西屯區工業區三十八路31~60號",5.62,"其他","","",1090822,"土地1建物1車位0","二層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",821009,33.82,1,0,1,"有","有",1400000,41396,"",0,0,"","RPQUMLQLQHPFFCB86DA",19.72,5.62,0,"有"
"西屯區","房地(土地+建物)","臺中市西屯區精誠路50巷1~30號",17.91,"其他","","",1090806,"土地1建物1車位0","一層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",720930,88.88,1,1,1,"有","無",9180000,103285,"",0,0,"尚有兩筆土地，與他所中山併案。","RPWQMLNJRHPFFCB66DA",75.23,13.65,0,"無"
