"鄉鎮市區","交易標的","土地區段位置建物區段門牌","土地移轉總面積平方公尺","都市土地使用分區","非都市土地使用分區","非都市土地使用編定","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","主要建材","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價元平方公尺","車位類別","車位移轉總面積.平方公尺.","車位總價元","備註","編號","主建物面積","附屬建物面積","陽台面積","電梯"
"西屯區","房地(土地+建物)","臺中市西屯區至善路101巷1~30號",4.5,"住","","",1090517,"土地1建物1車位0","五層","七層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",950711,33.31,1,0,1,"有","有",1910000,57340,"",0,0,"含增建或未登記建物。","RPTQMLKKOHPFFCB38CA",12.43,2.88,0,""
"西屯區","房地(土地+建物)","臺中市西屯區至善路121巷1~30號",3.58,"住","","",1090516,"土地1建物1車位0","四層","十二層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",821014,27.34,1,1,1,"有","有",1700000,62180,"",0,0,"","RPXNMLMKOHPFFCB68CA",16.15,2.35,0,""
"南屯區","房地(土地+建物)","臺中市南屯區大墩一街211~240號",4.94,"住","","",1090517,"土地1建物1車位0","四層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",810117,28.05,1,1,1,"有","有",1720000,61319,"",0,0,"","RPQQMLTKOHPFFCB98CA",17.46,1.5,0,""
"南屯區","房地(土地+建物)","臺中市南屯區向心路91~120號",3.57,"住","","",1090510,"土地1建物1車位0","十八層","二十三層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",861216,47.23,1,1,1,"有","有",3150000,66695,"",0,0,"含增建或未登記建物。","RPQNMLOKOHPFFCB18CA",28.13,3.85,0,""
"西屯區","房地(土地+建物)","臺中市西屯區文華路162巷1~30號",10.82,"住","","",1090430,"土地1建物1車位0","二層","七層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",970131,72.15,1,0,1,"有","有",4400000,60984,"",0,0,"","RPQRMLOLOHPFFCB68CA",37.14,6.28,0,""
"豐原區","房地(土地+建物)","臺中市豐原區西安街31~60號",66.4,"住","","",1090513,"土地2建物1車位0","全","三層","透天厝","住家用","加強磚造",550920,73.74,2,2,2,"有","無",5900000,80011,"",0,0,"","RPSNMLOLOHPFFDB58CA",73.74,0,0,""
"清水區","房地(土地+建物)","臺中市清水區吳厝六街58巷3弄1~30號",97.51,"","鄉村區","乙種建築用地",1090422,"土地1建物1車位0","全","一層","透天厝","住家用","磚造",680908,58.13,2,1,1,"有","無",3100000,53329,"",0,0,"","RPSOMLLKOHPFFFB48CA",58.13,0,0,""
"潭子區","房地(土地+建物)","臺中市潭子區興豐山莊東二巷1~30號",85.06,"","鄉村區","乙種建築用地",1090429,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",670925,72,4,2,4,"有","無",7500000,104167,"",0,0,"","RPWOMLPJOHPFFHB76CA",72,0,0,""
"潭子區","房地(土地+建物)","臺中市潭子區昌平路三段168巷1~30號",30.57,"住","","",1090428,"土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",851129,113.24,3,2,2,"有","有",4700000,41505,"",0,0,"","RPSNMLKKOHPFFHB48CA",86.83,10.88,0,""
"烏日區","房地(土地+建物)","臺中市烏日區五光路930巷23弄1~30號",199.84,"住","","",1090422,"土地2建物1車位0","全","二層","透天厝","住家用","鋼筋混凝土造",680330,144.58,4,2,2,"有","無",9e+06,62249,"",0,0,"親友、員工或其他特殊關係間之交易。;","RPRNMLLKOHPFFIB58CA",144.58,0,0,""
"大里區","房地(土地+建物)","臺中市大里區華城街61~90號",133.91,"","鄉村區","乙種建築用地",1090501,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",800814,178,8,2,3,"有","有",11880000,66742,"",0,0,"","RPPPMLTKOHPFFIB76CA",167.29,10.71,0,""
"太平區","房地(土地+建物)","臺中市太平區七星路61~90號",256.28,"","鄉村區","乙種建築用地",1090429,"土地3建物2車位0","全","二層","透天厝","住家用","加強磚造",681225,266.26,6,3,3,"有","無",14850000,55773,"",0,0,"含增建或未登記建物。;","RPPOMLPJOHPFFJB88CA",253.32,12.94,0,""
"太平區","房地(土地+建物)","臺中市太平區宜欣二路1~30號",122,"住","","",1090429,"土地2建物1車位0","全","二層","透天厝","住家用","加強磚造",631018,110.39,5,3,3,"有","無",9580000,86783,"",0,0,"","RPQOMLOJOHPFFJB88CA",110.39,0,0,""
"太平區","房地(土地+建物)","臺中市太平區光興路556巷61~90號",87.76,"","鄉村區","乙種建築用地",1090417,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",700410,122.95,5,3,2,"有","無",5950000,48394,"",0,0,"","RPPOMLMKOHPFFJB68CA",122.95,0,0,""
"大肚區","房地(土地+建物)","臺中市大肚區中沙路164巷5弄91~120號",57.68,"","鄉村區","乙種建築用地",1090504,"土地1建物1車位0","二層","見其他登記事項","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",690208,74.68,3,2,2,"有","無",4500000,60257,"",0,0,"","RPWOMLMJPHPFFKB86CA",74.68,0,0,""
"南區","房地(土地+建物)","臺中市南區平順街1~30號",25.2,"其他","","",1090430,"土地3建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",671218,80.42,3,2,2,"有","無",3200000,39791,"",0,0,"一親等間交易。","RPUNMLMKOHPFFAB28DA",80.42,0,0,""
"大肚區","房地(土地+建物)","臺中市大肚區遊園路一段150巷151~180號",33.68,"","鄉村區","乙種建築用地",1090413,"土地1建物1車位0","一層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土加強磚造",700730,67.18,3,2,1,"有","無",3510000,52248,"",0,0,"含增建或未登記建物。;","RPPNMLTKOHPFFKB76CA",67.18,0,0,""
"龍井區","房地(土地+建物)","臺中市龍井區龍北路391巷96弄1~30號",79,"住","","",1090519,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",860501,167.57,2,2,3,"有","無",5560000,33180,"",0,0,"含增建或未登記建物。;","RPWNMLOJOHPFFKB86CA",163.36,4.21,0,""
"南屯區","房地(土地+建物)","臺中市南屯區同安南巷1~30號",129.8,"農","","",1090422,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",870413,206.89,3,2,3,"有","無",6600000,31901,"",0,0,"親友、員工或其他特殊關係間之交易。;","RPSPMLTJOHPFFCB56EA",192.1,14.79,0,""
"大里區","房地(土地+建物)","臺中市大里區中興路二段240巷1~30號",62.91,"住","","",1090317,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",670420,100.42,5,2,2,"有","無",8e+06,79665,"",0,0,"含增建或未登記建物。","RPVOMLSJOHPFFIB07CA",100.42,0,0,""
"大雅區","房地(土地+建物)","臺中市大雅區中清路三段997巷1~30號",12.5,"住","","",1090511,"土地2建物1車位0","十一層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",830812,107.31,3,2,2,"有","有",5e+06,46594,"",0,0,"","RPQOMLKKOHPFFHB38CA",79.45,10.58,0,""
"潭子區","房地(土地+建物)","臺中市潭子區潭子街一段31巷1~30號",13.39,"住","","",1090509,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",801216,48.52,2,1,1,"有","無",2800000,57708,"",0,0,"","RPPQMLPJOHPFFHB88CA",36.72,6.8,0,""
"后里區","房地(土地+建物)","臺中市后里區文明路69巷1~30號",73.79,"住","","",1090507,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",740225,140.38,5,2,3,"有","無",2480000,17666,"",0,0,"親友、員工或其他特殊關係間之交易。;","RPPNMLSJOHPFFDB48CA",140.38,0,0,""
"豐原區","房地(土地+建物)","臺中市豐原區中陽路211~240號",17.06,"住","","",1090512,"土地2建物1車位0","六層","二十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",940429,172.6,3,2,2,"有","有",8880000,51448,"",0,0,"","RPXNMLTJOHPFFDB76CA",107.02,13.5,0,""
"大甲區","房地(土地+建物)","臺中市大甲區工二路1~30號",16.67,"","工業區","丁種建築用地",1090501,"土地1建物1車位0","二層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",811101,77.11,2,1,1,"有","有",2630000,34107,"",0,0,"","RPPNMLNKOHPFFEB18CA",54.7,10.24,0,""
"西屯區","房地(土地+建物)","臺中市西屯區寧漢街1~30號",23.68,"住","","",1090516,"土地2建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",771118,130.58,3,2,2,"有","無",5200000,39822,"",0,0,"含增建或未登記建物。;","RPTRMLKLOHPFFCB58CA",97.19,15.61,0,""
"西屯區","房地(土地+建物)","臺中市西屯區西屯路二段湳子巷1~30號",6.19,"住","","",1090517,"土地1建物1車位0","三層","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",960523,33.96,1,1,1,"有","有",1950000,57420,"",0,0,"","RPUPMLKLOHPFFCB48CA",14.1,1.26,0,""
"西屯區","房地(土地+建物)","臺中市西屯區大弘街91~120號",20.85,"住","","",1090512,"土地1建物1車位0","二層","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",780720,105.59,3,2,2,"有","無",5400000,51141,"",0,0,"","RPWPMLTKOHPFFCB86CA",77.52,8.1,0,""
"南屯區","房地(土地+建物)","臺中市南屯區東興路二段211~240號",4.21,"住","","",1090518,"土地1建物1車位0","十二層","十四層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",830817,36.39,1,1,1,"有","有",2280000,62655,"",0,0,"","RPRNMLKKOHPFFCB87CA",20.48,3.41,0,""
"南屯區","房地(土地+建物)","臺中市南屯區東興西街1~30號",5.19,"住","","",1090509,"土地1建物1車位0","六層","十二層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",801206,45.12,1,1,1,"有","有",2500000,55408,"",0,0,"","RPUOMLTJOHPFFCB09CA",24.96,4.31,0,""
"西屯區","房地(土地+建物)","臺中市西屯區洛陽路125巷1~30號",11.32,"住","","",1090325,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",750117,53.55,3,2,2,"有","無",5700000,106462,"",0,0,"親友、員工或其他特殊關係間之交易。;","RPWPMLPJOHPFFCB98CA",47.45,3.48,0,""
"北區","房地(土地+建物)","臺中市北區永定一街61~90號",19.23,"住","","",1090510,"土地1建物1車位0","五層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",810131,95.71,2,2,2,"有","有",4550000,47539,"",0,0,"","RPTQNLMJPHPFFBB58CA",76.25,12.76,0,""
"北區","房地(土地+建物)","臺中市北區進化北路241~270號",4.89,"住","","",1090521,"土地1建物1車位0","三層","十三層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",821014,51.9,1,1,1,"有","有",2500000,48170,"",0,0,"","RPUPMLOLOHPFFBB78CA",30.44,0,0,""
"北區","房地(土地+建物)","臺中市北區大德街82巷1~30號",23.8,"住","","",1090503,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",700303,74.98,3,2,1,"有","無",4460000,59483,"",0,0,"","RPURMLQKOHPFFBB09CA",0,0,0,""
"北區","房地(土地+建物)","臺中市北區太平路151~180號",6.75,"商","","",1090419,"土地2建物1車位0","七層","七層","華廈(10層含以下有電梯)","住家用","見其他登記事項",601228,63.58,3,0,3,"有","無",4740000,74552,"",0,0,"含增建或未登記建物。;","RPPQMLPKOHPFFBB38CA",63.58,0,0,""
"北區","房地(土地+建物)","臺中市北區太平路151~180號",5.79,"商","","",1090419,"土地2建物1車位0","七層","七層","華廈(10層含以下有電梯)","住家用","見其他登記事項",601230,54.55,2,0,2,"有","無",4065000,74519,"",0,0,"含增建或未登記建物。;","SPPQMLPKOHPFFBB48CA",54.55,0,0,""
"北區","房地(土地+建物)","臺中市北區太平路151~180號",6.56,"商","","",1090419,"土地2建物1車位0","七層","七層","華廈(10層含以下有電梯)","住家用","見其他登記事項",601230,61.8,3,0,3,"有","無",4595000,74353,"",0,0,"含增建或未登記建物。;","TPPQMLPKOHPFFBB58CA",61.8,0,0,""
"北屯區","房地(土地+建物)","臺中市北屯區北屯路439之17巷2弄1~30號",15.37,"住","","",1090504,"土地1建物1車位0","四層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",850812,289.17,4,2,3,"有","有",10350000,35792,"",0,0,"","RPOOMLTJOHPFFBB38CA",98.27,154.1,0,""
"北區","房地(土地+建物)","臺中市北區梅亭街1~30號",3.58,"住","","",1090521,"土地1建物1車位0","五層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",810618,37.65,1,1,1,"有","無",1900000,50465,"",0,0,"","RPSOMLTJOHPFFBB78CA",22.51,6.49,0,""
"北屯區","房地(土地+建物)","臺中市北屯區文心路四段661~690號",2.36,"住","","",1090520,"土地1建物1車位0","十七層","二十四層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",841124,32.71,1,1,1,"有","有",1830000,55946,"",0,0,"","RPWNMLKKOHPFFBB28CA",17.2,3.94,0,""
"北區","房地(土地+建物)","臺中市北區忠太東路91~120號",2.5,"住","","",1090522,"土地1建物1車位0","十層","二十一層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",840607,29.3,1,1,1,"有","有",1540000,52560,"",0,0,"","RPVOMLKKOHPFFBB28CA",15.15,3.38,0,""
"北屯區","房地(土地+建物)","臺中市北屯區文心路四段661~690號",2.39,"商","","",1090514,"土地1建物1車位0","二十二層","二十四層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",841124,33.3,1,1,1,"有","有",1970000,59159,"",0,0,"含增建或未登記建物。","RPXRMLKKOHPFFBB78CA",17.51,4.02,0,""
"北區","房地(土地+建物)","臺中市北區進化路301~330號",8.89,"住","","",1090506,"土地1建物1車位0","十二層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",811228,80.32,3,2,1,"有","有",4850000,60383,"",0,0,"含增建或未登記建物。;","RPUNMLLKOHPFFBB18CA",68.61,5,0,""
"西區","房地(土地+建物)","臺中市西區華美西街一段195巷1弄1~30號",62,"住","","",1090505,"土地1建物1車位0","全","二層","透天厝","住家用","見其他登記事項",580422,89.08,4,2,3,"有","無",7900000,88684,"",0,0,"含增建或未登記建物。;","RPORMLKLOHPFFAB87CA",89.08,0,0,""
"東區","房地(土地+建物)","臺中市東區自強南街31~60號",70,"住","","",1090419,"土地1建物1車位0","全","二層","透天厝","住家用","見其他登記事項",570506,74.22,0,0,0,"無","無",8700000,117219,"",0,0,"","RPOPMLKLOHPFFAB67CA",74.22,0,0,""
"南區","房地(土地+建物)","臺中市南區南陽街91~120號",10.61,"住","","",1090512,"土地1建物1車位0","十六層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",830728,101.08,2,2,2,"有","有",4800000,47487,"",0,0,"","RPRNMLLKOHPFFAB77CA",63.06,7.7,0,""
"南區","房地(土地+建物)","臺中市南區忠明南路451~480號",12.25,"住","","",1090507,"土地1建物1車位0","六層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",830111,110.74,3,2,2,"有","有",6900000,62308,"",0,0,"","RPPNMLKKOHPFFAB47CA",79.09,6.08,0,""
"南區","房地(土地+建物)","臺中市南區南和一街1~30號",14.97,"住","","",1090427,"土地1建物1車位0","六層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",830718,87.77,2,2,1,"有","有",3980000,45346,"",0,0,"","RPVPMLSJOHPFFAB98CA",55.1,9.35,0,""
"北屯區","房地(土地+建物)","臺中市北屯區九龍街61~90號",20.55,"住","","",1090424,"土地1建物3車位0","三層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",810529,144.49,3,2,2,"有","有",6500000,44986,"",0,0,"親友、員工或其他特殊關係間之交易。;","RPPNMLLKOHPFFBB67CA",84.12,45.26,0,""
"北屯區","房地(土地+建物)","臺中市北屯區大連路三段181~210號",22.37,"住","","",1090510,"土地1建物1車位0","八層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",830330,130.08,4,2,2,"有","有",6200000,47663,"",0,0,"","RPSQMLLKOHPFFBB28CA",96.02,10.93,0,""
"北區","房地(土地+建物)","臺中市北區健行路91~120號",33.82,"住","","",1090521,"土地2建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",700105,98.05,5,0,5,"有","無",6800000,69352,"",0,0,"","RPOPMLTJOHPFFBB48CA",89.4,8.65,0,""
"北屯區","房地(土地+建物)","臺中市北屯區北屯路271~300號",4.06,"住","","",1090326,"土地1建物1車位0","八層","十六層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",850524,42.18,1,1,1,"有","有",2300000,54528,"",0,0,"","RPQOMLTJOHPFFBB58CA",22.86,4.8,0,""
"北區","房地(土地+建物)","臺中市北區中清路一段740巷1~30號",33.81,"住","","",1090427,"土地1建物1車位0","一層，地下層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",790725,137.52,6,0,6,"有","無",7e+06,50902,"",0,0,"","RPRNMLTJOHPFFBB58CA",107.24,0,0,""
"北區","房地(土地+建物)","臺中市北區漢口路四段61~90號",3.58,"住","","",1090501,"土地1建物1車位0","十三層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",850715,34.1,1,1,1,"有","有",3300000,96774,"",0,0,"兩棟建物連件已合併使用","RPVOMLPKOHPFFBB78CA",18.33,3.66,0,""
"北區","房地(土地+建物)","臺中市北區美德街352巷1~30號",22.55,"住","","",1090519,"土地1建物1車位0","七層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",690214,89.75,2,2,1,"有","有",4e+06,44568,"",0,0,"親友、員工或其他特殊關係間之交易。;","RPXQMLRKOHPFFBB76CA",86.22,3.53,0,""
"西屯區","房地(土地+建物)","臺中市西屯區至善路121巷1~30號",3.57,"住","","",1090514,"土地1建物1車位0","三層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",821014,26.75,1,0,1,"有","有",1700000,63551,"",0,0,"","RPWPMLKKOHPFFCB58CA",16.25,1.86,0,""
"西屯區","房地(土地+建物)","臺中市西屯區河南東三街31~60號",35.4,"住","","",1090503,"土地1建物1車位0","四層","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",810124,192.46,6,0,6,"有","無",9250000,48062,"",0,0,"","RPTPMLKKOHPFFCB28CA",134.34,16.7,0,""
"西屯區","房地(土地+建物)","臺中市西屯區至善路101巷1~30號",4.17,"住","","",1090508,"土地1建物1車位0","三層","七層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",950711,30.45,1,1,1,"有","有",1850000,60755,"",0,0,"","RPQPMLMLOHPFFCB28CA",11.4,2.64,0,""
